date,state,mobility_data_type,mobility_composite
2020-02-04,Alabama,,
2020-02-05,Alabama,,
2020-02-06,Alabama,,
2020-02-07,Alabama,,
2020-02-08,Alabama,observed,-1.3833971781022
2020-02-09,Alabama,observed,-1.29555906192215
2020-02-10,Alabama,observed,-1.12623724440243
2020-02-11,Alabama,observed,-0.903257530551866
2020-02-12,Alabama,observed,-0.653962083309604
2020-02-13,Alabama,observed,-0.402027621434947
2020-02-14,Alabama,observed,-0.165342273416673
2020-02-15,Alabama,observed,0.0455365960472705
2020-02-16,Alabama,observed,0.228359218165231
2020-02-17,Alabama,observed,0.38933635241715
2020-02-18,Alabama,observed,0.53911171320318
2020-02-19,Alabama,observed,0.6885888738016811
2020-02-20,Alabama,observed,0.848123228479366
2020-02-21,Alabama,observed,1.02804071082354
2020-02-22,Alabama,observed,1.23727734988544
2020-02-23,Alabama,observed,1.4846719843863099
2020-02-24,Alabama,observed,1.77744997026376
2020-02-25,Alabama,observed,2.11722602535946
2020-02-26,Alabama,observed,2.4958192735882596
2020-02-27,Alabama,observed,2.8975653446753995
2020-02-28,Alabama,observed,3.30370213740648
2020-02-29,Alabama,observed,3.6941752573375397
2020-03-01,Alabama,observed,4.05032935648744
2020-03-02,Alabama,observed,4.3589026130377695
2020-03-03,Alabama,observed,4.60859272173525
2020-03-04,Alabama,observed,4.7842224890182505
2020-03-05,Alabama,observed,4.86379857258674
2020-03-06,Alabama,observed,4.81604309012946
2020-03-07,Alabama,observed,4.6020406643497695
2020-03-08,Alabama,observed,4.18069195833724
2020-03-09,Alabama,observed,3.5151828363569098
2020-03-10,Alabama,observed,2.57768723114295
2020-03-11,Alabama,observed,1.3517154428026201
2020-03-12,Alabama,observed,-0.166274286344962
2020-03-13,Alabama,observed,-1.9651031999593
2020-03-14,Alabama,observed,-4.0178693648688295
2020-03-15,Alabama,observed,-6.28219400244424
2020-03-16,Alabama,observed,-8.70228684862566
2020-03-17,Alabama,observed,-11.213768488080499
2020-03-18,Alabama,observed,-13.749261274923699
2020-03-19,Alabama,observed,-16.2444607929684
2020-03-20,Alabama,observed,-18.6432353396481
2020-03-21,Alabama,observed,-20.9013521399891
2020-03-22,Alabama,observed,-22.988404919913503
2020-03-23,Alabama,observed,-24.8875382699895
2020-03-24,Alabama,observed,-26.5945199181007
2020-03-25,Alabama,observed,-28.115363777210398
2020-03-26,Alabama,observed,-29.4629012906249
2020-03-27,Alabama,observed,-30.6533746665229
2020-03-28,Alabama,observed,-31.7038994016499
2020-03-29,Alabama,observed,-32.6306246076033
2020-03-30,Alabama,observed,-33.4475415378217
2020-03-31,Alabama,observed,-34.1661577228573
2020-04-01,Alabama,observed,-34.7949988633516
2020-04-02,Alabama,observed,-35.3391264190268
2020-04-03,Alabama,observed,-35.7997884931725
2020-04-04,Alabama,observed,-36.175148658337704
2020-04-05,Alabama,observed,-36.461360339568
2020-04-06,Alabama,observed,-36.653912365310795
2020-04-07,Alabama,observed,-36.749198874007796
2020-04-08,Alabama,observed,-36.745064050489795
2020-04-09,Alabama,observed,-36.641209713845896
2020-04-10,Alabama,observed,-36.4395431973649
2020-04-11,Alabama,observed,-36.14466049853161
2020-04-12,Alabama,observed,-35.7640137432835
2020-04-13,Alabama,observed,-35.307658257058705
2020-04-14,Alabama,observed,-34.7880658872679
2020-04-15,Alabama,observed,-34.217746753629605
2020-04-16,Alabama,observed,-33.6070483687295
2020-04-17,Alabama,observed,-32.9628722267478
2020-04-18,Alabama,observed,-32.2885270473623
2020-04-19,Alabama,observed,-31.583988033683895
2020-04-20,Alabama,observed,-30.846496150689898
2020-04-21,Alabama,observed,-30.0720244022225
2020-04-22,Alabama,observed,-29.255112464039197
2020-04-23,Alabama,observed,-28.390319151964697
2020-04-24,Alabama,observed,-27.474586739740896
2020-04-25,Alabama,observed,-26.5090193225146
2020-04-26,Alabama,observed,-25.498691229080702
2020-04-27,Alabama,observed,-24.452483812006303
2020-04-28,Alabama,observed,-23.3835085713877
2020-04-29,Alabama,observed,-22.3083714900764
2020-04-30,Alabama,observed,-21.246345939854397
2020-05-01,Alabama,observed,-20.2183694118883
2020-05-02,Alabama,observed,-19.2449465316807
2020-05-03,Alabama,observed,-18.3438600549571
2020-05-04,Alabama,observed,-17.5277646741502
2020-05-05,Alabama,observed,-16.8031780941984
2020-05-06,Alabama,observed,-16.1707205184282
2020-05-07,Alabama,observed,-15.626808340247099
2020-05-08,Alabama,observed,-15.1652288184941
2020-05-09,Alabama,observed,-14.7787549374453
2020-05-10,Alabama,observed,-14.459514744660302
2020-05-11,Alabama,observed,-14.197075734640999
2020-05-12,Alabama,observed,-13.979782611790302
2020-05-13,Alabama,observed,-13.7961669544602
2020-05-14,Alabama,observed,-13.6352817414158
2020-05-15,Alabama,observed,-13.487502503629
2020-05-16,Alabama,observed,-13.3465426909364
2020-05-17,Alabama,observed,-13.210207237992
2020-05-18,Alabama,observed,-13.079341576793801
2020-05-19,Alabama,observed,-12.9573773520926
2020-05-20,Alabama,observed,-12.848455641921198
2020-05-21,Alabama,observed,-12.7544179591663
2020-05-22,Alabama,observed,-12.672300832483302
2020-05-23,Alabama,observed,-12.593785597328699
2020-05-24,Alabama,observed,-12.506276610656199
2020-05-25,Alabama,observed,-12.3938200872571
2020-05-26,Alabama,observed,-12.2419518726139
2020-05-27,Alabama,observed,-12.0437152134427
2020-05-28,Alabama,observed,-11.8011912994826
2020-05-29,Alabama,observed,-11.524520872528601
2020-05-30,Alabama,observed,-11.2287660659113
2020-05-31,Alabama,observed,-10.929421957237
2020-06-01,Alabama,observed,-10.638435657204301
2020-06-02,Alabama,observed,-10.3629748420926
2020-06-03,Alabama,observed,-10.1059676272029
2020-06-04,Alabama,observed,-9.866313677822
2020-06-05,Alabama,observed,-9.638892747953449
2020-06-06,Alabama,observed,-9.4167945706502
2020-06-07,Alabama,observed,-9.19288464597787
2020-06-08,Alabama,observed,-8.95963070213924
2020-06-09,Alabama,observed,-8.71264725726617
2020-06-10,Alabama,observed,-8.45353090684877
2020-06-11,Alabama,observed,-8.18972940793288
2020-06-12,Alabama,observed,-7.93224697299101
2020-06-13,Alabama,observed,-7.69349581377551
2020-06-14,Alabama,observed,-7.485128688052431
2020-06-15,Alabama,observed,-7.31448549455629
2020-06-16,Alabama,observed,-7.18498951981295
2020-06-17,Alabama,observed,-7.098757250607599
2020-06-18,Alabama,observed,-7.05738369059512
2020-06-19,Alabama,observed,-7.0613531631959905
2020-06-20,Alabama,observed,-7.10917451703655
2020-06-21,Alabama,observed,-7.1958673464857
2020-06-22,Alabama,observed,-7.310884148393639
2020-06-23,Alabama,observed,-7.441607032621031
2020-06-24,Alabama,observed,-7.578421489689809
2020-06-25,Alabama,observed,-7.717098205307179
2020-06-26,Alabama,observed,-7.8586747077108
2020-06-27,Alabama,observed,-8.00795320721417
2020-06-28,Alabama,observed,-8.169551971646131
2020-06-29,Alabama,observed,-8.34180103103351
2020-06-30,Alabama,observed,-8.515372120207
2020-07-01,Alabama,observed,-8.675849544318469
2020-07-02,Alabama,observed,-8.80608144570747
2020-07-03,Alabama,observed,-8.88826034293135
2020-07-04,Alabama,observed,-8.90761752489608
2020-07-05,Alabama,observed,-8.858449898853811
2020-07-06,Alabama,observed,-8.74612405888667
2020-07-07,Alabama,observed,-8.5842583456003
2020-07-08,Alabama,observed,-8.39292372863152
2020-07-09,Alabama,observed,-8.196461067118321
2020-07-10,Alabama,observed,-8.0199009580361
2020-07-11,Alabama,observed,-7.88641461957865
2020-07-12,Alabama,observed,-7.81423467438488
2020-07-13,Alabama,observed,-7.81216957956896
2020-07-14,Alabama,observed,-7.88103316094912
2020-07-15,Alabama,observed,-8.01647027654259
2020-07-16,Alabama,observed,-8.21057664293676
2020-07-17,Alabama,observed,-8.45321752087546
2020-07-18,Alabama,observed,-8.73318790491314
2020-07-19,Alabama,observed,-9.03790604731881
2020-07-20,Alabama,observed,-9.35153672210687
2020-07-21,Alabama,observed,-9.65718191727972
2020-07-22,Alabama,observed,-9.940866932856
2020-07-23,Alabama,observed,-10.1933416785127
2020-07-24,Alabama,observed,-10.409696552774
2020-07-25,Alabama,observed,-10.5886191317039
2020-07-26,Alabama,observed,-10.730637046370902
2020-07-27,Alabama,observed,-10.8353368361769
2020-07-28,Alabama,observed,-10.9023213303938
2020-07-29,Alabama,observed,-10.9338999640924
2020-07-30,Alabama,observed,-10.936206792695598
2020-07-31,Alabama,observed,-10.918631640616601
2020-08-01,Alabama,observed,-10.892820383562
2020-08-02,Alabama,observed,-10.870088271815801
2020-08-03,Alabama,observed,-10.857346871463001
2020-08-04,Alabama,observed,-10.8568014680124
2020-08-05,Alabama,observed,-10.868046831577802
2020-08-06,Alabama,observed,-10.889792495938599
2020-08-07,Alabama,observed,-10.920768750378402
2020-08-08,Alabama,observed,-10.9604191060734
2020-08-09,Alabama,observed,-11.007592049386199
2020-08-10,Alabama,observed,-11.0576294506653
2020-08-11,Alabama,observed,-11.1034520296161
2020-08-12,Alabama,observed,-11.1387650614565
2020-08-13,Alabama,observed,-11.1597350227509
2020-08-14,Alabama,observed,-11.165227115417599
2020-08-15,Alabama,observed,-11.1570923222224
2020-08-16,Alabama,observed,-11.138986942702598
2020-08-17,Alabama,observed,-11.1129065658108
2020-08-18,Alabama,observed,-11.078812070186501
2020-08-19,Alabama,observed,-11.0364211932204
2020-08-20,Alabama,observed,-10.9857068969365
2020-08-21,Alabama,observed,-10.9269272330201
2020-08-22,Alabama,observed,-10.8604761463431
2020-08-23,Alabama,observed,-10.7851517594467
2020-08-24,Alabama,observed,-10.6955224445601
2020-08-25,Alabama,observed,-10.583184657500599
2020-08-26,Alabama,observed,-10.4405918830694
2020-08-27,Alabama,observed,-10.2642484654026
2020-08-28,Alabama,observed,-10.056241064125901
2020-08-29,Alabama,observed,-9.825183765181551
2020-08-30,Alabama,observed,-9.58549288069075
2020-08-31,Alabama,observed,-9.35470074829263
2020-09-01,Alabama,observed,-9.15215452039742
2020-09-02,Alabama,observed,-8.99756261740468
2020-09-03,Alabama,observed,-8.90790370282822
2020-09-04,Alabama,observed,-8.89431779194431
2020-09-05,Alabama,observed,-8.95952714616242
2020-09-06,Alabama,observed,-9.09749294005191
2020-09-07,Alabama,observed,-9.29451762397557
2020-09-08,Alabama,observed,-9.53345398062854
2020-09-09,Alabama,observed,-9.798196646727211
2020-09-10,Alabama,observed,-10.073162510993
2020-09-11,Alabama,observed,-10.3421347187335
2020-09-12,Alabama,observed,-10.5880845655317
2020-09-13,Alabama,observed,-10.792138237701002
2020-09-14,Alabama,observed,-10.933489813782499
2020-09-15,Alabama,observed,-10.9928800226695
2020-09-16,Alabama,observed,-10.9571372392843
2020-09-17,Alabama,observed,-10.823432021571099
2020-09-18,Alabama,observed,-10.600604557924699
2020-09-19,Alabama,observed,-10.3063510589906
2020-09-20,Alabama,observed,-9.962477908005619
2020-09-21,Alabama,observed,-9.589001268827321
2020-09-22,Alabama,observed,-9.20143348285306
2020-09-23,Alabama,observed,-8.81198339236985
2020-09-24,Alabama,observed,-8.431489020373451
2020-09-25,Alabama,observed,-8.07117095773882
2020-09-26,Alabama,observed,-7.74438514459851
2020-09-27,Alabama,observed,-7.46609949751614
2020-09-28,Alabama,observed,-7.2508989529317
2020-09-29,Alabama,observed,-7.11192381419588
2020-09-30,Alabama,observed,-7.060430432930759
2020-10-01,Alabama,observed,-7.10391782346981
2020-10-02,Alabama,observed,-7.24364288375788
2020-10-03,Alabama,observed,-7.4727626029509295
2020-10-04,Alabama,observed,-7.77461601273983
2020-10-05,Alabama,observed,-8.12150319872574
2020-10-06,Alabama,observed,-8.47737200195879
2020-10-07,Alabama,observed,-8.803610132252029
2020-10-08,Alabama,observed,-9.06551377872756
2020-10-09,Alabama,observed,-9.23680830093177
2020-10-10,Alabama,observed,-9.30220454456128
2020-10-11,Alabama,observed,-9.25976832310594
2020-10-12,Alabama,observed,-9.121024644322391
2020-10-13,Alabama,observed,-8.90912578894019
2020-10-14,Alabama,observed,-8.65656906023923
2020-10-15,Alabama,observed,-8.400244929673839
2020-10-16,Alabama,observed,-8.17504457451779
2020-10-17,Alabama,observed,-8.009153483020361
2020-10-18,Alabama,observed,-7.9203590136235595
2020-10-19,Alabama,observed,-7.91317647723515
2020-10-20,Alabama,observed,-7.97997645603187
2020-10-21,Alabama,observed,-8.10512906592473
2020-10-22,Alabama,observed,-8.26853113148125
2020-10-23,Alabama,observed,-8.448735625545849
2020-10-24,Alabama,observed,-8.62562254151089
2020-10-25,Alabama,observed,-8.78225868385657
2020-10-26,Alabama,observed,-8.90582371894395
2020-10-27,Alabama,observed,-8.988110579078619
2020-10-28,Alabama,observed,-9.026648791695369
2020-10-29,Alabama,observed,-9.02507428341311
2020-10-30,Alabama,observed,-8.992861706976539
2020-10-31,Alabama,observed,-8.94378752192819
2020-11-01,Alabama,observed,-8.892337856073109
2020-11-02,Alabama,observed,-8.850345632543961
2020-11-03,Alabama,observed,-8.82549527037809
2020-11-04,Alabama,observed,-8.820870128482651
2020-11-05,Alabama,observed,-8.83474990564693
2020-11-06,Alabama,observed,-8.86229354084632
2020-11-07,Alabama,observed,-8.89711341279636
2020-11-08,Alabama,observed,-8.93162883079927
2020-11-09,Alabama,observed,-8.95674138182279
2020-11-10,Alabama,observed,-8.96369566387744
2020-11-11,Alabama,observed,-8.94643921486769
2020-11-12,Alabama,observed,-8.90309161198895
2020-11-13,Alabama,observed,-8.837019285509982
2020-11-14,Alabama,observed,-8.75611245932133
2020-11-15,Alabama,observed,-8.67079094417868
2020-11-16,Alabama,observed,-8.59156695508003
2020-11-17,Alabama,observed,-8.528039318515889
2020-11-18,Alabama,observed,-8.488373279335981
2020-11-19,Alabama,observed,-8.47875583455428
2020-11-20,Alabama,observed,-8.50312923156847
2020-02-04,Alaska,,
2020-02-05,Alaska,,
2020-02-06,Alaska,,
2020-02-07,Alaska,,
2020-02-08,Alaska,observed,-1.90812481846467
2020-02-09,Alaska,observed,-1.5872237737786201
2020-02-10,Alaska,observed,-1.23034919786887
2020-02-11,Alaska,observed,-0.883978625340877
2020-02-12,Alaska,observed,-0.583747940311561
2020-02-13,Alaska,observed,-0.35125856755773605
2020-02-14,Alaska,observed,-0.191020415439823
2020-02-15,Alaska,observed,-0.0879210755129911
2020-02-16,Alaska,observed,-0.0116358094290483
2020-02-17,Alaska,observed,0.0799333695441291
2020-02-18,Alaska,observed,0.229077483546504
2020-02-19,Alaska,observed,0.4545641379962929
2020-02-20,Alaska,observed,0.7529120307318349
2020-02-21,Alaska,observed,1.10313218311722
2020-02-22,Alaska,observed,1.4712241181074097
2020-02-23,Alaska,observed,1.81725349671323
2020-02-24,Alaska,observed,2.10035008104383
2020-02-25,Alaska,observed,2.28304154891423
2020-02-26,Alaska,observed,2.33268836560561
2020-02-27,Alaska,observed,2.22421758824925
2020-02-28,Alaska,observed,1.94698352852285
2020-02-29,Alaska,observed,1.50926154778245
2020-03-01,Alaska,observed,0.940125226243634
2020-03-02,Alaska,observed,0.28520521555093503
2020-03-03,Alaska,observed,-0.412931146616344
2020-03-04,Alaska,observed,-1.13048365645039
2020-03-05,Alaska,observed,-1.8658302507390703
2020-03-06,Alaska,observed,-2.6358469272124903
2020-03-07,Alaska,observed,-3.47069841305785
2020-03-08,Alaska,observed,-4.40796638240866
2020-03-09,Alaska,observed,-5.48710008533626
2020-03-10,Alaska,observed,-6.746135843119121
2020-03-11,Alaska,observed,-8.22041128567377
2020-03-12,Alaska,observed,-9.939121471328859
2020-03-13,Alaska,observed,-11.9211600340483
2020-03-14,Alaska,observed,-14.1707169817331
2020-03-15,Alaska,observed,-16.673006478571697
2020-03-16,Alaska,observed,-19.3923457170829
2020-03-17,Alaska,observed,-22.274956892389998
2020-03-18,Alaska,observed,-25.2564479809819
2020-03-19,Alaska,observed,-28.269544018751997
2020-03-20,Alaska,observed,-31.2494943931315
2020-03-21,Alaska,observed,-34.137633880808
2020-03-22,Alaska,observed,-36.8836921886819
2020-03-23,Alaska,observed,-39.4469649630978
2020-03-24,Alaska,observed,-41.7968222072294
2020-03-25,Alaska,observed,-43.9133403076919
2020-03-26,Alaska,observed,-45.7870105499579
2020-03-27,Alaska,observed,-47.417408454271005
2020-03-28,Alaska,observed,-48.81145161944921
2020-03-29,Alaska,observed,-49.98161583783261
2020-03-30,Alaska,observed,-50.9440714089931
2020-03-31,Alaska,observed,-51.7172465727678
2020-04-01,Alaska,observed,-52.32028350044661
2020-04-02,Alaska,observed,-52.7713169236765
2020-04-03,Alaska,observed,-53.08638646923
2020-04-04,Alaska,observed,-53.27926614716699
2020-04-05,Alaska,observed,-53.36115839499471
2020-04-06,Alaska,observed,-53.340291311136504
2020-04-07,Alaska,observed,-53.2217077417871
2020-04-08,Alaska,observed,-53.007609380264505
2020-04-09,Alaska,observed,-52.6979936826379
2020-04-10,Alaska,observed,-52.291483463333904
2020-04-11,Alaska,observed,-51.7862999339444
2020-04-12,Alaska,observed,-51.1813432435709
2020-04-13,Alaska,observed,-50.4774683310841
2020-04-14,Alaska,observed,-49.6790115147724
2020-04-15,Alaska,observed,-48.7937102307306
2020-04-16,Alaska,observed,-47.832080842161396
2020-04-17,Alaska,observed,-46.8069844868196
2020-04-18,Alaska,observed,-45.7333158477716
2020-04-19,Alaska,observed,-44.62712501371671
2020-04-20,Alaska,observed,-43.5041567776485
2020-04-21,Alaska,observed,-42.3784569750473
2020-04-22,Alaska,observed,-41.2615330511695
2020-04-23,Alaska,observed,-40.1648904847738
2020-04-24,Alaska,observed,-39.1021000241885
2020-04-25,Alaska,observed,-38.0896061129225
2020-04-26,Alaska,observed,-37.145707416255895
2020-04-27,Alaska,observed,-36.288462663060706
2020-04-28,Alaska,observed,-35.533889751609394
2020-04-29,Alaska,observed,-34.8940328639288
2020-04-30,Alaska,observed,-34.3742013922486
2020-05-01,Alaska,observed,-33.9702865670053
2020-05-02,Alaska,observed,-33.6674825337922
2020-05-03,Alaska,observed,-33.4398735665169
2020-05-04,Alaska,observed,-33.2508414348789
2020-05-05,Alaska,observed,-33.056724788298396
2020-05-06,Alaska,observed,-32.8123264467069
2020-05-07,Alaska,observed,-32.476297174444106
2020-05-08,Alaska,observed,-32.015868962396695
2020-05-09,Alaska,observed,-31.4106107607316
2020-05-10,Alaska,observed,-30.654019646011502
2020-05-11,Alaska,observed,-29.7530799830472
2020-05-12,Alaska,observed,-28.7280075240314
2020-05-13,Alaska,observed,-27.6122276392956
2020-05-14,Alaska,observed,-26.449973088661103
2020-05-15,Alaska,observed,-25.292374092650498
2020-05-16,Alaska,observed,-24.1933984639223
2020-05-17,Alaska,observed,-23.2035321865145
2020-05-18,Alaska,observed,-22.3615353072232
2020-05-19,Alaska,observed,-21.6872947077456
2020-05-20,Alaska,observed,-21.1793157532597
2020-05-21,Alaska,observed,-20.815622317576803
2020-05-22,Alaska,observed,-20.55843466957
2020-05-23,Alaska,observed,-20.3617306041666
2020-05-24,Alaska,observed,-20.1770325006404
2020-05-25,Alaska,observed,-19.956556016958398
2020-05-26,Alaska,observed,-19.6605218575167
2020-05-27,Alaska,observed,-19.267704090172398
2020-05-28,Alaska,observed,-18.7741786623492
2020-05-29,Alaska,observed,-18.1885547247801
2020-05-30,Alaska,observed,-17.526226543733802
2020-05-31,Alaska,observed,-16.8042030272
2020-06-01,Alaska,observed,-16.039016515265697
2020-06-02,Alaska,observed,-15.247572565118
2020-06-03,Alaska,observed,-14.450450097434
2020-06-04,Alaska,observed,-13.6725912270944
2020-06-05,Alaska,observed,-12.938855939223302
2020-06-06,Alaska,observed,-12.2718991183044
2020-06-07,Alaska,observed,-11.690170911023701
2020-06-08,Alaska,observed,-11.202806608901598
2020-06-09,Alaska,observed,-10.8088201950527
2020-06-10,Alaska,observed,-10.504546051827301
2020-06-11,Alaska,observed,-10.2878613591988
2020-06-12,Alaska,observed,-10.1582376706753
2020-06-13,Alaska,observed,-10.1164565492248
2020-06-14,Alaska,observed,-10.1603998875656
2020-06-15,Alaska,observed,-10.2757918454456
2020-06-16,Alaska,observed,-10.4361598459584
2020-06-17,Alaska,observed,-10.6110226764145
2020-06-18,Alaska,observed,-10.7713116283785
2020-06-19,Alaska,observed,-10.8923495937343
2020-06-20,Alaska,observed,-10.957473781837402
2020-06-21,Alaska,observed,-10.958629275361499
2020-06-22,Alaska,observed,-10.890089606049099
2020-06-23,Alaska,observed,-10.7456973683182
2020-06-24,Alaska,observed,-10.5236533582289
2020-06-25,Alaska,observed,-10.2308581038501
2020-06-26,Alaska,observed,-9.88472879033928
2020-06-27,Alaska,observed,-9.51450987554288
2020-06-28,Alaska,observed,-9.15895510041448
2020-06-29,Alaska,observed,-8.85655826520107
2020-06-30,Alaska,observed,-8.63920586283416
2020-07-01,Alaska,observed,-8.52869599131684
2020-07-02,Alaska,observed,-8.53016299663702
2020-07-03,Alaska,observed,-8.62878459488145
2020-07-04,Alaska,observed,-8.796240220004421
2020-07-05,Alaska,observed,-9.00552059936633
2020-07-06,Alaska,observed,-9.23634462307269
2020-07-07,Alaska,observed,-9.47104011490153
2020-07-08,Alaska,observed,-9.69821490377763
2020-07-09,Alaska,observed,-9.91510359658308
2020-07-10,Alaska,observed,-10.1286035456969
2020-07-11,Alaska,observed,-10.3536507970359
2020-07-12,Alaska,observed,-10.606754000618901
2020-07-13,Alaska,observed,-10.894993766882301
2020-07-14,Alaska,observed,-11.2081186253132
2020-07-15,Alaska,observed,-11.5209062142659
2020-07-16,Alaska,observed,-11.8018655808411
2020-07-17,Alaska,observed,-12.022592254079198
2020-07-18,Alaska,observed,-12.1645499220574
2020-07-19,Alaska,observed,-12.220761405624199
2020-07-20,Alaska,observed,-12.1918528206929
2020-07-21,Alaska,observed,-12.0854231869019
2020-07-22,Alaska,observed,-11.9190499175802
2020-07-23,Alaska,observed,-11.719204386080598
2020-07-24,Alaska,observed,-11.5175946251248
2020-07-25,Alaska,observed,-11.348153616361198
2020-07-26,Alaska,observed,-11.243523431158499
2020-07-27,Alaska,observed,-11.2253679404577
2020-07-28,Alaska,observed,-11.2982506765274
2020-07-29,Alaska,observed,-11.4526637309267
2020-07-30,Alaska,observed,-11.668981345872199
2020-07-31,Alaska,observed,-11.9216386192933
2020-08-01,Alaska,observed,-12.1853674314331
2020-08-02,Alaska,observed,-12.438474850439
2020-08-03,Alaska,observed,-12.6596870279436
2020-08-04,Alaska,observed,-12.827402847286502
2020-08-05,Alaska,observed,-12.9271066314335
2020-08-06,Alaska,observed,-12.9553665973314
2020-08-07,Alaska,observed,-12.919302678371901
2020-08-08,Alaska,observed,-12.834549698789502
2020-08-09,Alaska,observed,-12.720160368309902
2020-08-10,Alaska,observed,-12.5907912036656
2020-08-11,Alaska,observed,-12.4551513903487
2020-08-12,Alaska,observed,-12.3209376879022
2020-08-13,Alaska,observed,-12.196896283313
2020-08-14,Alaska,observed,-12.089899530094302
2020-08-15,Alaska,observed,-12.003661331353099
2020-08-16,Alaska,observed,-11.935250157732199
2020-08-17,Alaska,observed,-11.8682700595117
2020-08-18,Alaska,observed,-11.7748512784054
2020-08-19,Alaska,observed,-11.629950604255098
2020-08-20,Alaska,observed,-11.4182925645803
2020-08-21,Alaska,observed,-11.135837173831101
2020-08-22,Alaska,observed,-10.788315502204599
2020-08-23,Alaska,observed,-10.3871822697589
2020-08-24,Alaska,observed,-9.945595076052962
2020-08-25,Alaska,observed,-9.47595109775115
2020-08-26,Alaska,observed,-8.990015069493099
2020-08-27,Alaska,observed,-8.50127263358171
2020-08-28,Alaska,observed,-8.02721550136807
2020-08-29,Alaska,observed,-7.58928865377195
2020-08-30,Alaska,observed,-7.21114234829849
2020-08-31,Alaska,observed,-6.914902908865909
2020-09-01,Alaska,observed,-6.71766911195596
2020-09-02,Alaska,observed,-6.6283094669923495
2020-09-03,Alaska,observed,-6.64461582131239
2020-09-04,Alaska,observed,-6.75099222741701
2020-09-05,Alaska,observed,-6.92017782642356
2020-09-06,Alaska,observed,-7.12100742786938
2020-09-07,Alaska,observed,-7.325450528974089
2020-09-08,Alaska,observed,-7.5132039240271995
2020-09-09,Alaska,observed,-7.67455823996488
2020-09-10,Alaska,observed,-7.8119953070995996
2020-09-11,Alaska,observed,-7.93972250474571
2020-09-12,Alaska,observed,-8.07867304777216
2020-09-13,Alaska,observed,-8.24564904143785
2020-09-14,Alaska,observed,-8.44035606300043
2020-09-15,Alaska,observed,-8.64289772507378
2020-09-16,Alaska,observed,-8.82392695848222
2020-09-17,Alaska,observed,-8.95455216034075
2020-09-18,Alaska,observed,-9.01436671945631
2020-09-19,Alaska,observed,-8.99672806130317
2020-09-20,Alaska,observed,-8.90601184861506
2020-09-21,Alaska,observed,-8.749063000102261
2020-09-22,Alaska,observed,-8.53346446389515
2020-09-23,Alaska,observed,-8.27356591580603
2020-09-24,Alaska,observed,-7.99501108819958
2020-09-25,Alaska,observed,-7.734400726338941
2020-09-26,Alaska,observed,-7.537273285935361
2020-09-27,Alaska,observed,-7.45097707853961
2020-09-28,Alaska,observed,-7.51197766164793
2020-09-29,Alaska,observed,-7.73955413988032
2020-09-30,Alaska,observed,-8.13695019357329
2020-10-01,Alaska,observed,-8.693241480750611
2020-10-02,Alaska,observed,-9.38605016861086
2020-10-03,Alaska,observed,-10.18485015132
2020-10-04,Alaska,observed,-11.0525717175511
2020-10-05,Alaska,observed,-11.942976056236501
2020-10-06,Alaska,observed,-12.804138898801698
2020-10-07,Alaska,observed,-13.5868369807581
2020-10-08,Alaska,observed,-14.253222461458302
2020-10-09,Alaska,observed,-14.783703823454498
2020-10-10,Alaska,observed,-15.177747145918401
2020-10-11,Alaska,observed,-15.446709207423199
2020-10-12,Alaska,observed,-15.6041485829323
2020-10-13,Alaska,observed,-15.663747305857198
2020-10-14,Alaska,observed,-15.6426259066771
2020-10-15,Alaska,observed,-15.5608607432975
2020-10-16,Alaska,observed,-15.440023596277198
2020-10-17,Alaska,observed,-15.3036276657936
2020-10-18,Alaska,observed,-15.174755332237899
2020-10-19,Alaska,observed,-15.0716024168489
2020-10-20,Alaska,observed,-15.008167282992101
2020-10-21,Alaska,observed,-14.996996449205898
2020-10-22,Alaska,observed,-15.0499915332286
2020-10-23,Alaska,observed,-15.1790378881792
2020-10-24,Alaska,observed,-15.3953659374227
2020-10-25,Alaska,observed,-15.7060577939343
2020-10-26,Alaska,observed,-16.107649274997097
2020-10-27,Alaska,observed,-16.587665323464
2020-10-28,Alaska,observed,-17.1301499178581
2020-10-29,Alaska,observed,-17.7183254677665
2020-10-30,Alaska,observed,-18.335186968723303
2020-10-31,Alaska,observed,-18.9649617327735
2020-11-01,Alaska,observed,-19.5927710428178
2020-11-02,Alaska,observed,-20.2025542489712
2020-11-03,Alaska,observed,-20.777061067368397
2020-11-04,Alaska,observed,-21.2995688094652
2020-11-05,Alaska,observed,-21.756090523343396
2020-11-06,Alaska,observed,-22.1382659383778
2020-11-07,Alaska,observed,-22.4454112825496
2020-11-08,Alaska,observed,-22.6834105455048
2020-11-09,Alaska,observed,-22.859843063130104
2020-11-10,Alaska,observed,-22.982980459893497
2020-11-11,Alaska,observed,-23.062745369703997
2020-11-12,Alaska,observed,-23.1112733481035
2020-11-13,Alaska,observed,-23.143373922688998
2020-11-14,Alaska,observed,-23.174338296784395
2020-11-15,Alaska,observed,-23.2172554296298
2020-11-16,Alaska,observed,-23.2794146961272
2020-11-17,Alaska,observed,-23.361287576338395
2020-11-18,Alaska,observed,-23.459139711561303
2020-11-19,Alaska,observed,-23.567997444854804
2020-11-20,Alaska,observed,-23.6827953772004
2020-02-04,Arizona,,
2020-02-05,Arizona,,
2020-02-06,Arizona,,
2020-02-07,Arizona,,
2020-02-08,Arizona,observed,-2.3546568437757203
2020-02-09,Arizona,observed,-1.9716391873481798
