,time_value,geo_value,cc,value,sample_size
3518,2020-11-16,co,5,92.0600315,4727.8475
3569,2020-11-17,co,5,92.52082159999999,4644.8178
3620,2020-11-18,co,5,92.7727377,4543.8454
3671,2020-11-19,co,5,93.0968791,4626.8749
3722,2020-11-20,co,5,93.354467,4685.8746
3773,2020-11-21,co,5,93.2672625,4758.844
3824,2020-11-22,co,5,93.47034690000001,4952.8451
3875,2020-11-23,co,5,93.63855140000001,5052.8426
3926,2020-11-24,co,5,93.6845373,5168.8128
3977,2020-11-25,co,5,93.8408685,5283.8149
4028,2020-11-26,co,5,93.9802097,5206.7844
4079,2020-11-27,co,5,94.02401259999999,5194.7539
4130,2020-11-28,co,5,94.1521405,5154.6899
4181,2020-11-29,co,5,94.17070670000001,5016.7197
4232,2020-11-30,co,5,94.12494579999999,5045.7211
4283,2020-12-01,co,5,94.01757020000001,5155.7208
4334,2020-12-02,co,5,94.0934853,5289.7208
4385,2020-12-03,co,5,94.099653,5464.7514
4436,2020-12-04,co,5,93.98880940000001,5463.781
4487,2020-12-05,co,5,94.04860749999999,5417.8747
4538,2020-12-06,co,5,94.0226788,5427.8098
4589,2020-12-07,co,5,93.9634672,5440.8407
6,2020-09-08,ct,6,93.4250765,326.0
51,2020-09-09,ct,6,91.24872059999998,976.0
102,2020-09-10,ct,6,91.3877054,1642.0
153,2020-09-11,ct,6,92.2680412,2230.0
204,2020-09-12,ct,6,92.82678,2822.0
255,2020-09-13,ct,6,92.82440559999999,3490.0
306,2020-09-14,ct,6,92.8271605,4049.0
357,2020-09-15,ct,6,92.661084,4298.0
408,2020-09-16,ct,6,93.4182338,4200.0
459,2020-09-17,ct,6,93.74697629999999,4133.0
510,2020-09-18,ct,6,93.41812790000002,4048.0
561,2020-09-19,ct,6,93.1494662,3933.0
612,2020-09-20,ct,6,93.31143229999999,3804.0
663,2020-09-21,ct,6,93.2952735,3765.0
714,2020-09-22,ct,6,93.3360368,3698.0
765,2020-09-23,ct,6,93.0331235,3652.0
816,2020-09-24,ct,6,93.084351,3520.0
867,2020-09-25,ct,6,93.3091437,3444.0
918,2020-09-26,ct,6,93.3187773,3434.0
969,2020-09-27,ct,6,93.0948905,3424.0
1020,2020-09-28,ct,6,93.0776014,3401.0
1071,2020-09-29,ct,6,93.0372325,3410.0
1122,2020-09-30,ct,6,92.8466077,3389.0
1173,2020-10-01,ct,6,92.80459090000001,3397.0
1224,2020-10-02,ct,6,92.9685244,3462.0
1275,2020-10-03,ct,6,93.17010309999999,3491.0
1326,2020-10-04,ct,6,93.3959538,3459.0
1377,2020-10-05,ct,6,93.77808990000001,3559.0
1428,2020-10-06,ct,6,94.0223312,3671.0
1479,2020-10-07,ct,6,94.1511936,3769.0
1530,2020-10-08,ct,6,94.42988199999999,3814.0
1581,2020-10-09,ct,6,94.51537259999999,3837.0
1632,2020-10-10,ct,6,94.418177,3806.0
1683,2020-10-11,ct,6,94.3848168,3819.0
1734,2020-10-12,ct,6,94.278406,3713.0
1785,2020-10-13,ct,6,94.2884668,3632.0
1836,2020-10-14,ct,6,94.408082,3513.0
1887,2020-10-15,ct,6,94.2585767,3526.0
1938,2020-10-16,ct,6,94.012062,3481.0
1989,2020-10-17,ct,6,93.941564,3490.0
2040,2020-10-18,ct,6,93.87369029999999,3435.0
2091,2020-10-19,ct,6,93.6951434,3417.0
2142,2020-10-20,ct,6,93.1886228,3339.0
2193,2020-10-21,ct,6,93.19255759999999,3385.0
2244,2020-10-22,ct,6,92.77421329999999,3272.0
2295,2020-10-23,ct,6,92.96754250000001,3234.0
2346,2020-10-24,ct,6,93.2470368,3205.0
2397,2020-10-25,ct,6,93.369906,3189.0
2448,2020-10-26,ct,6,93.45027359999999,3106.0
2499,2020-10-27,ct,6,94.2553908,2967.0
2550,2020-10-28,ct,6,94.3472174,2856.0
2601,2020-10-29,ct,6,95.0486136,2776.0
2652,2020-10-30,ct,6,94.9116743,2603.0
2703,2020-10-31,ct,6,95.0739875,2567.0
2754,2020-11-01,ct,6,95.1337728,2578.0
2805,2020-11-02,ct,6,95.518688,2621.0
2856,2020-11-03,ct,6,95.5568054,2666.0
2907,2020-11-04,ct,6,95.794009,2436.0
2958,2020-11-05,ct,6,95.4842932,2291.0
3009,2020-11-06,ct,6,95.44877220000001,2361.0
3060,2020-11-07,ct,6,95.29328290000001,2113.0
3111,2020-11-08,ct,6,95.3304205,1830.0
3162,2020-11-09,ct,6,94.8637911,1761.0
3213,2020-11-10,ct,6,94.884575,1905.0
3264,2020-11-11,ct,6,95.18584859999999,2232.0
3315,2020-11-12,ct,6,95.4760964,2530.0
3366,2020-11-13,ct,6,95.68707990000001,2677.0
3417,2020-11-14,ct,6,96.0259395,3006.0
3468,2020-11-15,ct,6,96.1206897,3363.0
3519,2020-11-16,ct,6,96.37535820000001,3489.0
3570,2020-11-17,ct,6,96.68198790000001,3480.0
3621,2020-11-18,ct,6,96.7838765,3497.0
3672,2020-11-19,ct,6,96.8811741,3542.0
3723,2020-11-20,ct,6,96.9245756,3592.0
3774,2020-11-21,ct,6,96.6675809,3645.0
3825,2020-11-22,ct,6,96.6907824,3731.0
3876,2020-11-23,ct,6,96.8218085,3759.0
3927,2020-11-24,ct,6,96.6175309,3798.0
3978,2020-11-25,ct,6,96.54579140000001,3777.0
4029,2020-11-26,ct,6,96.2738768,3716.0
4080,2020-11-27,ct,6,96.3972603,3649.0
4131,2020-11-28,ct,6,96.4905037,3632.0
4182,2020-11-29,ct,6,96.7229255,3554.0
4233,2020-11-30,ct,6,96.8584194,3580.0
4284,2020-12-01,ct,6,96.89997240000001,3628.0
4335,2020-12-02,ct,6,96.9187298,3715.0
4386,2020-12-03,ct,6,97.2039905,3808.0
4437,2020-12-04,ct,6,97.164293,3931.0
4488,2020-12-05,ct,6,97.43112430000001,4028.0
4539,2020-12-06,ct,6,97.4199071,4088.0
4590,2020-12-07,ct,6,97.3855422,4149.0
7,2020-09-08,de,7,90.4958678,120.0
52,2020-09-09,dc,7,96.8531469,142.0
103,2020-09-10,dc,7,97.11111109999999,224.0
154,2020-09-11,dc,7,95.7006369,313.0
205,2020-09-12,dc,7,96.0051546,387.0
256,2020-09-13,dc,7,95.97826090000001,459.0
307,2020-09-14,dc,7,96.53558050000001,533.0
358,2020-09-15,dc,7,96.4351005,546.0
409,2020-09-16,dc,7,96.39556379999999,540.0
460,2020-09-17,dc,7,96.10266159999999,525.0
511,2020-09-18,dc,7,96.7065868,500.0
562,2020-09-19,dc,7,96.5767635,481.0
613,2020-09-20,dc,7,96.75052409999999,476.0
664,2020-09-21,dc,7,96.2765957,469.0
715,2020-09-22,dc,7,96.39737990000002,457.0
766,2020-09-23,dc,7,97.0459519,456.0
817,2020-09-24,dc,7,97.4669604,453.0
868,2020-09-25,dc,7,98.1152993,450.0
919,2020-09-26,dc,7,98.1601732,461.0
970,2020-09-27,dc,7,98.1953291,470.0
1021,2020-09-28,dc,7,98.64583329999999,479.0
1072,2020-09-29,dc,7,98.4407484,480.0
1123,2020-09-30,dc,7,98.4110169,471.0
1174,2020-10-01,dc,7,98.4177215,473.0
1225,2020-10-02,dc,7,98.4662577,488.0
1276,2020-10-03,dc,7,98.3974359,467.0
1327,2020-10-04,dc,7,98.7612613,443.0
1378,2020-10-05,dc,7,98.0414747,433.0
1429,2020-10-06,dc,7,97.6821192,452.0
1480,2020-10-07,dc,7,96.9866071,447.0
1531,2020-10-08,dc,7,96.88940090000001,433.0
1582,2020-10-09,dc,7,96.79334920000001,420.0
1633,2020-10-10,dc,7,97.0725995,426.0
1684,2020-10-11,dc,7,96.6435185,431.0
1735,2020-10-12,dc,7,97.0930233,429.0
1786,2020-10-13,dc,7,97.48803829999999,417.0
1837,2020-10-14,dc,7,97.7699531,425.0
1888,2020-10-15,dc,7,97.80092590000001,431.0
1939,2020-10-16,dc,7,97.7272727,417.0
1990,2020-10-17,dc,7,97.43902440000001,409.0
2041,2020-10-18,dc,7,96.882793,400.0
2092,2020-10-19,dc,7,96.3840399,400.0
2143,2020-10-20,dc,7,96.1055276,397.0
2194,2020-10-21,dc,7,95.6578947,379.0
2245,2020-10-22,dc,7,95.83333329999999,371.0
2296,2020-10-23,dc,7,95.44270829999999,383.0
2347,2020-10-24,dc,7,95.6467662,401.0
2398,2020-10-25,dc,7,96.51442309999999,415.0
2449,2020-10-26,dc,7,97.2154964,412.0
2500,2020-10-27,dc,7,97.7979275,385.0
2551,2020-10-28,dc,7,98.5294118,373.0
2602,2020-10-29,dc,7,98.2142857,363.0
2653,2020-10-30,dc,7,98.3679525,336.0
2704,2020-10-31,dc,7,98.9164087,322.0
2755,2020-11-01,dc,7,98.6238532,326.0
2806,2020-11-02,dc,7,98.3918129,341.0
2857,2020-11-03,dc,7,98.18435749999999,357.0
2908,2020-11-04,dc,7,98.09384159999999,340.0
2959,2020-11-05,dc,7,98.28660440000002,320.0
3010,2020-11-06,dc,7,98.61111109999999,323.0
3061,2020-11-07,dc,7,97.83333329999999,299.0
3112,2020-11-08,dc,7,98.2490272,256.0
3163,2020-11-09,dc,7,98.46491230000001,227.0
3214,2020-11-10,dc,7,99.0,249.0
3265,2020-11-11,dc,7,98.4536082,290.0
3316,2020-11-12,dc,7,98.0362538,330.0
3367,2020-11-13,dc,7,96.9387755,342.0
3418,2020-11-14,dc,7,97.7088949,370.0
3469,2020-11-15,dc,7,97.5765306,391.0
3520,2020-11-16,dc,7,97.5949367,394.0
3571,2020-11-17,dc,7,97.2,374.0
3622,2020-11-18,dc,7,97.36842109999999,360.0
3673,2020-11-19,dc,7,97.8134111,342.0
3724,2020-11-20,dc,7,98.64457829999999,331.0
3775,2020-11-21,dc,7,98.6024845,321.0
3826,2020-11-22,dc,7,98.63221879999999,328.0
3877,2020-11-23,dc,7,98.59813079999999,320.0
3928,2020-11-24,dc,7,98.28660440000002,320.0
3979,2020-11-25,dc,7,97.9623824,318.0
4030,2020-11-26,dc,7,97.6851852,323.0
4081,2020-11-27,dc,7,98.0182927,327.0
4132,2020-11-28,dc,7,98.030303,329.0
4183,2020-11-29,dc,7,98.32826750000001,328.0
4234,2020-11-30,dc,7,98.4195402,347.0
4285,2020-12-01,dc,7,98.7252125,352.0
4336,2020-12-02,dc,7,99.04371579999999,365.0
4387,2020-12-03,dc,7,99.33333329999999,374.0
4438,2020-12-04,dc,7,99.0837696,381.0
4489,2020-12-05,dc,7,99.08136479999999,380.0
4540,2020-12-06,dc,7,99.1183879,396.0
4591,2020-12-07,dc,7,98.8607595,394.0
8,2020-09-08,fl,8,88.78663259999999,1466.0
53,2020-09-09,de,8,92.8115016,312.0
104,2020-09-10,de,8,92.5889328,505.0
155,2020-09-11,de,8,92.21260090000001,686.0073
206,2020-09-12,de,8,92.63852469999999,848.0146
257,2020-09-13,de,8,92.65678879999999,1068.0146
308,2020-09-14,de,8,92.9025405,1260.0146
359,2020-09-15,de,8,92.66171920000001,1314.0219
410,2020-09-16,de,8,92.8232809,1260.0219
461,2020-09-17,de,8,92.7102248,1213.0292
512,2020-09-18,de,8,92.7840803,1170.0219
563,2020-09-19,de,8,92.71387990000001,1145.0146
614,2020-09-20,de,8,92.34752270000001,1064.0146
665,2020-09-21,de,8,92.2288499,1022.0146
716,2020-09-22,de,8,93.22294120000001,995.0073
767,2020-09-23,de,8,92.620536,995.0073
818,2020-09-24,de,8,92.7850656,990.0
869,2020-09-25,de,8,92.58691209999999,977.0
920,2020-09-26,de,8,91.9697562,989.0073
971,2020-09-27,de,8,92.8433345,1026.0146
1022,2020-09-28,de,8,92.4951387,1005.0146
1073,2020-09-29,de,8,91.87449509999999,1002.0146
1124,2020-09-30,de,8,91.5742916,990.0146
1175,2020-10-01,de,8,91.21840429999999,984.0146
1226,2020-10-02,de,8,91.4779551,1014.0146
1277,2020-10-03,de,8,92.3116142,994.0073
1328,2020-10-04,de,8,91.96519959999999,976.0
1379,2020-10-05,de,8,92.32673270000001,1009.0
1430,2020-10-06,de,8,92.4625468,1067.0
1481,2020-10-07,de,8,93.40807170000001,1114.0
1532,2020-10-08,de,8,93.78748929999999,1166.0
1583,2020-10-09,de,8,93.63084920000001,1153.0
1634,2020-10-10,de,8,93.57758620000001,1159.0
1685,2020-10-11,de,8,93.41872790000001,1131.0
1736,2020-10-12,de,8,93.438914,1104.0
1787,2020-10-13,de,8,93.6320755,1059.0
1838,2020-10-14,de,8,93.08206109999999,1047.0
1889,2020-10-15,de,8,92.45,999.0
1940,2020-10-16,de,8,93.50645949999999,977.0073
1991,2020-10-17,de,8,92.73874670000001,970.0073
2042,2020-10-18,de,8,92.83435290000001,969.0073
2093,2020-10-19,de,8,93.0308452,982.0073
2144,2020-10-20,de,8,92.78773790000001,935.0073
2195,2020-10-21,de,8,92.7171137,871.0073
2246,2020-10-22,de,8,93.61256230000001,868.0073
2297,2020-10-23,de,8,93.16091949999999,869.0
2348,2020-10-24,de,8,93.9083233,828.0
2399,2020-10-25,de,8,93.58655040000001,802.0
2450,2020-10-26,de,8,92.5518135,771.0
2501,2020-10-27,de,8,93.018617,751.0
2552,2020-10-28,de,8,93.4245417,767.0073
2603,2020-10-29,de,8,93.4137339,705.0146
2654,2020-10-30,de,8,93.2559666,644.0146
2705,2020-10-31,de,8,93.5747324,676.0146
2756,2020-11-01,de,8,94.3653099,700.0146
2807,2020-11-02,de,8,95.0644808,698.0146
2858,2020-11-03,de,8,94.3073842,728.0146
2909,2020-11-04,de,8,94.1222029,654.0073
2960,2020-11-05,de,8,93.4335443,631.0
3011,2020-11-06,de,8,93.94618829999999,668.0
3062,2020-11-07,de,8,93.7913907,603.0
3113,2020-11-08,de,8,93.1861804,520.0
3164,2020-11-09,de,8,93.85080649999999,495.0
3215,2020-11-10,de,8,93.20661159999999,551.0073
3266,2020-11-11,de,8,92.6516777,659.0146
3317,2020-11-12,de,8,92.7508926,737.0219
3368,2020-11-13,de,8,92.7453057,764.0219
3419,2020-11-14,de,8,92.599473,830.0219
3470,2020-11-15,de,8,93.4807573,927.0219
3521,2020-11-16,de,8,92.9383038,969.0219
3572,2020-11-17,de,8,93.47367340000001,926.0146
3623,2020-11-18,de,8,94.0819062,903.0073
3674,2020-11-19,de,8,94.9723757,904.0
3725,2020-11-20,de,8,94.972973,924.0
3776,2020-11-21,de,8,94.9267782,955.0
3827,2020-11-22,de,8,94.6742503,966.0
3878,2020-11-23,de,8,95.34288640000001,976.0
3929,2020-11-24,de,8,95.7696228,980.0
3980,2020-11-25,de,8,95.9072978,1013.0
4031,2020-11-26,de,8,95.990128,1009.0073
4082,2020-11-27,de,8,95.8911188,1009.0073
4133,2020-11-28,de,8,96.2612436,1002.0073
4184,2020-11-29,de,8,96.4355723,1023.0073
4235,2020-11-30,de,8,96.6822656,1069.0073
4286,2020-12-01,de,8,96.8190172,1115.0073
4337,2020-12-02,de,8,96.8161643,1114.0073
4388,2020-12-03,de,8,96.7009426,1166.0
4439,2020-12-04,de,8,96.41350209999999,1184.0
4490,2020-12-05,de,8,96.3584288,1221.0
4541,2020-12-06,de,8,96.4634146,1229.0
4592,2020-12-07,de,8,96.3344316,1213.0
9,2020-09-08,ga,9,83.8359118,595.9913
54,2020-09-09,fl,9,87.22472259999999,4221.9995
105,2020-09-10,fl,9,87.2498191,6943.9995
156,2020-09-11,fl,9,87.144223,9414.9995
207,2020-09-12,fl,9,87.0741238,12032.9997
258,2020-09-13,fl,9,86.8228347,14747.9999
309,2020-09-14,fl,9,86.7982713,17349.0006
360,2020-09-15,fl,9,86.4579369,18316.0
411,2020-09-16,fl,9,86.3799203,17866.0005
462,2020-09-17,fl,9,86.3107273,17352.0
513,2020-09-18,fl,9,86.1603224,16989.9998
564,2020-09-19,fl,9,86.1018717,16529.9993
615,2020-09-20,fl,9,86.0489023,16072.999
666,2020-09-21,fl,9,85.8128953,15572.998
717,2020-09-22,fl,9,85.9363765,15275.9981
768,2020-09-23,fl,9,85.9626554,15154.9975
819,2020-09-24,fl,9,85.7337509,15044.9983
870,2020-09-25,fl,9,85.6937402,14946.9985
921,2020-09-26,fl,9,85.2917662,14993.9989
972,2020-09-27,fl,9,85.12361390000001,15126.9987
1023,2020-09-28,fl,9,84.9996771,15401.9991
1074,2020-09-29,fl,9,84.8366495,15486.9998
1125,2020-09-30,fl,9,84.6116253,15332.0
1176,2020-10-01,fl,9,84.3981572,15384.9998
1227,2020-10-02,fl,9,84.59731059999999,15531.9997
1278,2020-10-03,fl,9,84.8468196,15437.9992
1329,2020-10-04,fl,9,85.1179189,15221.9993
1380,2020-10-05,fl,9,85.3517126,14911.9993
1431,2020-10-06,fl,9,85.2530778,14974.9989
1482,2020-10-07,fl,9,85.45627840000002,15252.9994
1533,2020-10-08,fl,9,85.62696509999999,15294.9992
1584,2020-10-09,fl,9,85.358087,15218.9989
1635,2020-10-10,fl,9,85.3254134,15225.9993
1686,2020-10-11,fl,9,85.1588642,15264.0001
1737,2020-10-12,fl,9,85.0355951,15311.9999
1788,2020-10-13,fl,9,84.97295229999999,15154.9997
1839,2020-10-14,fl,9,84.6621892,14873.9996
1890,2020-10-15,fl,9,84.7312979,14698.9999
1941,2020-10-16,fl,9,84.9393901,14517.0004
1992,2020-10-17,fl,9,84.8475329,14263.9998
2043,2020-10-18,fl,9,84.8135205,13994.9989
2094,2020-10-19,fl,9,84.74021479999999,13894.999
2145,2020-10-20,fl,9,84.8091565,13674.9996
2196,2020-10-21,fl,9,84.9246063,13593.9995
2247,2020-10-22,fl,9,84.96951,13281.9994
2298,2020-10-23,fl,9,84.54621999999999,13066.9989
2349,2020-10-24,fl,9,84.63297469999999,12899.9991
2400,2020-10-25,fl,9,84.7393195,12753.9994
2451,2020-10-26,fl,9,84.769677,12437.9995
2502,2020-10-27,fl,9,84.79983309999999,11988.9993
2553,2020-10-28,fl,9,85.13371240000001,11403.9993
2604,2020-10-29,fl,9,84.9495404,10898.9987
2655,2020-10-30,fl,9,84.9212556,10221.9991
2706,2020-10-31,fl,9,85.0351065,10252.9995
2757,2020-11-01,fl,9,84.74929399999999,10309.9994
2808,2020-11-02,fl,9,84.5452792,10477.9994
2859,2020-11-03,fl,9,84.2843536,10513.9999
2910,2020-11-04,fl,9,83.9393296,9790.0004
2961,2020-11-05,fl,9,83.9089638,9380.0012
3012,2020-11-06,fl,9,84.3168502,9726.0014
3063,2020-11-07,fl,9,83.8581775,8700.0014
3114,2020-11-08,fl,9,83.68688259999999,7683.0016
3165,2020-11-09,fl,9,83.981995,7219.0015
3216,2020-11-10,fl,9,84.6494621,7787.0007
3267,2020-11-11,fl,9,85.1041697,9119.0005
3318,2020-11-12,fl,9,85.2649858,10094.0001
3369,2020-11-13,fl,9,85.3856378,10539.9999
3420,2020-11-14,fl,9,85.5794693,11707.9997
3471,2020-11-15,fl,9,86.0878676,12904.9999
3522,2020-11-16,fl,9,86.4752882,13393.0
3573,2020-11-17,fl,9,86.51154129999999,13214.0006
3624,2020-11-18,fl,9,86.71845309999999,13066.0005
3675,2020-11-19,fl,9,87.0629647,13213.0004
3726,2020-11-20,fl,9,87.53635190000001,13410.0004
3777,2020-11-21,fl,9,87.9106776,13635.0008
3828,2020-11-22,fl,9,88.12617929999999,13773.0003
3879,2020-11-23,fl,9,88.2401912,13813.0001
3930,2020-11-24,fl,9,88.71037290000001,13909.9998
3981,2020-11-25,fl,9,88.86858659999999,13954.9995
4032,2020-11-26,fl,9,88.7709571,13895.9992
4083,2020-11-27,fl,9,88.6716182,13729.9991
4134,2020-11-28,fl,9,88.9088244,13653.9989
4185,2020-11-29,fl,9,88.95053879999999,13605.9992
4236,2020-11-30,fl,9,89.0113454,13835.9997
4287,2020-12-01,fl,9,89.0425966,14130.9995
4338,2020-12-02,fl,9,88.8488693,14575.9998
4389,2020-12-03,fl,9,89.0352902,14988.0005
4440,2020-12-04,fl,9,89.18164990000001,15237.001
4491,2020-12-05,fl,9,89.16650229999999,15308.0013
4542,2020-12-06,fl,9,89.1862957,15410.0012
4593,2020-12-07,fl,9,89.10514609999998,15387.0008
10,2020-09-08,hi,10,93.8848921,138.0
55,2020-09-09,ga,10,82.6725443,1663.9767
106,2020-09-10,ga,10,82.02432540000001,2710.9622
157,2020-09-11,ga,10,82.6186231,3729.9547
208,2020-09-12,ga,10,82.8486147,4811.9395
259,2020-09-13,ga,10,83.1705098,5830.9366
310,2020-09-14,ga,10,83.14487240000001,6806.9283
361,2020-09-15,ga,10,83.11376740000001,7131.9309
412,2020-09-16,ga,10,83.3715078,7001.9296
463,2020-09-17,ga,10,83.6677176,6828.9364
514,2020-09-18,ga,10,83.88348459999999,6603.9321
565,2020-09-19,ga,10,83.6168189,6349.9345
616,2020-09-20,ga,10,83.10534009999999,6210.9238
667,2020-09-21,ga,10,82.69905779999999,6041.9183
718,2020-09-22,ga,10,82.3475593,5966.9124
769,2020-09-23,ga,10,82.3354192,5826.9232
820,2020-09-24,ga,10,82.3290905,5756.9266
871,2020-09-25,ga,10,81.56900209999999,5741.9305
922,2020-09-26,ga,10,81.79033220000001,5690.9336
973,2020-09-27,ga,10,82.0566262,5702.9379
1024,2020-09-28,ga,10,82.21341190000001,5786.9386
1075,2020-09-29,ga,10,82.4802575,5760.9477
1126,2020-09-30,ga,10,81.8302305,5708.9486
1177,2020-10-01,ga,10,81.65716809999999,5725.9494
1228,2020-10-02,ga,10,82.0289538,5760.945
1279,2020-10-03,ga,10,81.73089399999999,5770.9524
1330,2020-10-04,ga,10,81.7744962,5707.9478
1381,2020-10-05,ga,10,82.2079478,5655.9517
1432,2020-10-06,ga,10,82.3310011,5751.9513
1483,2020-10-07,ga,10,82.8445389,5929.9423
1534,2020-10-08,ga,10,82.69669559999998,5965.9337
1585,2020-10-09,ga,10,82.69832209999998,5954.941999999999
1636,2020-10-10,ga,10,82.8480835,6006.9362
1687,2020-10-11,ga,10,82.6391559,5951.945
1738,2020-10-12,ga,10,82.0796157,5966.944
1789,2020-10-13,ga,10,81.85483640000001,5859.9375
1840,2020-10-14,ga,10,81.6735051,5681.9476
1891,2020-10-15,ga,10,82.0902421,5629.9544
1942,2020-10-16,ga,10,81.59237890000001,5493.9572
1993,2020-10-17,ga,10,81.940793,5300.9543
2044,2020-10-18,ga,10,82.27864240000001,5260.9524
2095,2020-10-19,ga,10,82.57177850000001,5119.9551
2146,2020-10-20,ga,10,82.7078977,5061.9587
2197,2020-10-21,ga,10,82.2446403,5126.9547
2248,2020-10-22,ga,10,81.65785009999999,5011.9527
2299,2020-10-23,ga,10,82.0085996,4992.9481
2350,2020-10-24,ga,10,81.6118415,4993.9515
2401,2020-10-25,ga,10,80.8923901,4941.9484
2452,2020-10-26,ga,10,81.0632885,4880.9506
2503,2020-10-27,ga,10,81.2621971,4697.9538
2554,2020-10-28,ga,10,81.9531152,4417.9538
2605,2020-10-29,ga,10,82.6262349,4122.9593
2656,2020-10-30,ga,10,82.6717953,3827.9633
2707,2020-10-31,ga,10,82.8236067,3791.9581
2758,2020-11-01,ga,10,83.372723,3808.9654
2809,2020-11-02,ga,10,82.8312544,3915.967
2860,2020-11-03,ga,10,81.4582467,3900.9654
2911,2020-11-04,ga,10,81.050472,3663.9715
2962,2020-11-05,ga,10,80.8974517,3597.9701
3013,2020-11-06,ga,10,80.82974540000001,3746.969
3064,2020-11-07,ga,10,80.4538747,3413.9781
3115,2020-11-08,ga,10,79.8333835,3060.9777
3166,2020-11-09,ga,10,79.84294109999999,2863.9765
3217,2020-11-10,ga,10,80.4306202,3133.9716
3268,2020-11-11,ga,10,81.11814090000001,3602.9555
3319,2020-11-12,ga,10,80.7585555,3992.9517
3370,2020-11-13,ga,10,80.9320345,4107.9554
3421,2020-11-14,ga,10,81.2499986,4550.941
3472,2020-11-15,ga,10,81.64105649999999,5001.9355
3523,2020-11-16,ga,10,81.9667351,5169.9333
3574,2020-11-17,ga,10,82.5645349,5071.9355
3625,2020-11-18,ga,10,83.03890340000001,5036.9443
3676,2020-11-19,ga,10,83.5572305,5061.9348
3727,2020-11-20,ga,10,83.9728626,5211.9253
3778,2020-11-21,ga,10,84.472461,5295.9289
3829,2020-11-22,ga,10,85.1918111,5370.9324
3880,2020-11-23,ga,10,85.609992,5401.9261
3931,2020-11-24,ga,10,86.2956264,5467.9227
3982,2020-11-25,ga,10,86.1842301,5517.9143
4033,2020-11-26,ga,10,86.7204032,5529.9232
4084,2020-11-27,ga,10,86.72975090000001,5548.9192
4135,2020-11-28,ga,10,86.58163470000001,5606.9208
4186,2020-11-29,ga,10,86.47475279999999,5643.9216
4237,2020-11-30,ga,10,86.3143574,5723.9186
4288,2020-12-01,ga,10,85.9616815,5857.9118
4339,2020-12-02,ga,10,86.11981429999999,6003.9175
4390,2020-12-03,ga,10,86.08483709999999,6146.923000000001
4441,2020-12-04,ga,10,86.51692750000001,6165.9267
4492,2020-12-05,ga,10,86.5039422,6122.9305
4543,2020-12-06,ga,10,86.7276654,6067.9195
4594,2020-12-07,ga,10,86.924798,6082.9282
11,2020-09-08,ia,11,75.3374407,365.9534
56,2020-09-09,hi,11,93.0981595,325.0
107,2020-09-10,hi,11,92.1936759,505.0
158,2020-09-11,hi,11,93.3878158,672.0
209,2020-09-12,hi,11,93.583815,864.0
260,2020-09-13,hi,11,93.67647059999999,1019.0
311,2020-09-14,hi,11,93.11073540000001,1182.0
362,2020-09-15,hi,11,92.962963,1214.0
413,2020-09-16,hi,11,93.2700248,1210.0
464,2020-09-17,hi,11,93.63406409999999,1185.0
515,2020-09-18,hi,11,93.3536056,1150.0
566,2020-09-19,hi,11,92.721519,1105.0
617,2020-09-20,hi,11,92.44505490000002,1091.0
668,2020-09-21,hi,11,93.3550186,1075.0
719,2020-09-22,hi,11,93.6140019,1056.0
770,2020-09-23,hi,11,93.5531496,1015.0
821,2020-09-24,hi,11,93.45841779999999,985.0
872,2020-09-25,hi,11,92.669363,988.0
923,2020-09-26,hi,11,93.08401640000001,975.0
974,2020-09-27,hi,11,92.5717213,975.0
1025,2020-09-28,hi,11,91.9938017,967.0
1076,2020-09-29,hi,11,91.7628541,952.0
1127,2020-09-30,hi,11,91.7815483,942.0
1178,2020-10-01,hi,11,92.2794118,951.0
1229,2020-10-02,hi,11,92.653277,945.0
1280,2020-10-03,hi,11,92.77426159999999,947.0
1331,2020-10-04,hi,11,93.8225977,946.0
1382,2020-10-05,hi,11,93.6295503,933.0
1433,2020-10-06,hi,11,93.4434968,937.0
1484,2020-10-07,hi,11,93.3083512,933.0
1535,2020-10-08,hi,11,92.7818757,948.0
1586,2020-10-09,hi,11,93.1269675,952.0
1637,2020-10-10,hi,11,93.01705759999999,937.0
1688,2020-10-11,hi,11,91.77419350000001,929.0
1739,2020-10-12,hi,11,92.22103,931.0
1790,2020-10-13,hi,11,92.462039,921.0
1841,2020-10-14,hi,11,92.57425740000001,908.0
1892,2020-10-15,hi,11,93.32229579999999,905.0
1943,2020-10-16,hi,11,92.5652667,880.0
1994,2020-10-17,hi,11,92.92986429999999,883.0
2045,2020-10-18,hi,11,93.8926941,875.0
2096,2020-10-19,hi,11,93.8717068,872.0
2147,2020-10-20,hi,11,93.8006952,862.0
2198,2020-10-21,hi,11,93.8596491,854.0
2249,2020-10-22,hi,11,93.1565968,810.0
2300,2020-10-23,hi,11,93.45165240000001,816.0
2351,2020-10-24,hi,11,92.4807198,777.0
2402,2020-10-25,hi,11,92.687747,758.0
2453,2020-10-26,hi,11,92.7333333,749.0
2504,2020-10-27,hi,11,92.83687940000002,704.0
