date,state,cases
11/15/2020,ND,1089
11/16/2020,ND,1082
11/17/2020,ND,1263
11/18/2020,ND,1382
11/19/2020,ND,1404
11/20/2020,ND,1524
11/21/2020,ND,1143
11/22/2020,ND,714
11/23/2020,ND,1004
11/24/2020,ND,1077
11/25/2020,ND,964
11/26/2020,ND,790
11/27/2020,ND,703
11/28/2020,ND,723
11/29/2020,ND,594
11/30/2020,ND,403
12/01/2020,ND,480
12/02/2020,ND,970
12/03/2020,ND,844
12/04/2020,ND,555
12/05/2020,ND,477
12/06/2020,ND,361
12/07/2020,ND,475
12/08/2020,ND,2333
01/22/2020,WA,1
01/23/2020,WA,0
01/24/2020,WA,0
01/25/2020,WA,0
01/26/2020,WA,0
01/27/2020,WA,0
01/28/2020,WA,0
01/29/2020,WA,0
01/30/2020,WA,0
01/31/2020,WA,0
02/01/2020,WA,0
02/02/2020,WA,0
02/03/2020,WA,0
02/04/2020,WA,0
02/05/2020,WA,0
02/06/2020,WA,0
02/07/2020,WA,0
02/08/2020,WA,0
02/09/2020,WA,0
02/10/2020,WA,0
02/11/2020,WA,0
02/12/2020,WA,0
02/13/2020,WA,0
02/14/2020,WA,0
02/15/2020,WA,0
02/16/2020,WA,0
02/17/2020,WA,0
02/18/2020,WA,0
02/19/2020,WA,0
02/20/2020,WA,0
02/21/2020,WA,0
02/22/2020,WA,0
02/23/2020,WA,0
02/24/2020,WA,0
02/25/2020,WA,0
02/26/2020,WA,0
02/27/2020,WA,0
02/28/2020,WA,0
02/29/2020,WA,6
03/01/2020,WA,4
03/02/2020,WA,7
03/03/2020,WA,9
03/04/2020,WA,12
03/05/2020,WA,31
03/06/2020,WA,9
03/07/2020,WA,23
03/08/2020,WA,34
03/09/2020,WA,26
03/10/2020,WA,105
03/11/2020,WA,99
03/12/2020,WA,91
03/13/2020,WA,111
03/14/2020,WA,74
03/15/2020,WA,66
03/16/2020,WA,61
03/17/2020,WA,161
03/18/2020,WA,257
03/19/2020,WA,189
03/20/2020,WA,148
03/21/2020,WA,269
03/22/2020,WA,203
03/23/2020,WA,225
03/24/2020,WA,248
03/25/2020,WA,111
03/26/2020,WA,627
03/27/2020,WA,516
03/28/2020,WA,587
03/29/2020,WA,196
03/30/2020,WA,390
03/31/2020,WA,0
04/01/2020,WA,423
04/02/2020,WA,364
04/03/2020,WA,1283
04/04/2020,WA,625
04/05/2020,WA,-618
04/06/2020,WA,345
04/07/2020,WA,1364
04/08/2020,WA,415
04/09/2020,WA,511
04/10/2020,WA,279
04/11/2020,WA,337
04/12/2020,WA,187
04/13/2020,WA,127
04/14/2020,WA,156
04/15/2020,WA,89
04/16/2020,WA,369
04/17/2020,WA,293
04/18/2020,WA,357
04/19/2020,WA,-12
04/20/2020,WA,295
04/21/2020,WA,197
04/22/2020,WA,212
04/23/2020,WA,259
04/24/2020,WA,224
04/25/2020,WA,342
04/26/2020,WA,202
04/27/2020,WA,165
04/28/2020,WA,156
04/29/2020,WA,228
04/30/2020,WA,257
05/01/2020,WA,310
05/02/2020,WA,366
05/03/2020,WA,182
05/04/2020,WA,277
05/05/2020,WA,132
05/06/2020,WA,311
05/07/2020,WA,326
05/08/2020,WA,157
05/09/2020,WA,286
05/10/2020,WA,217
05/11/2020,WA,231
05/12/2020,WA,208
05/13/2020,WA,182
05/14/2020,WA,261
05/15/2020,WA,178
05/16/2020,WA,336
05/17/2020,WA,146
05/18/2020,WA,178
05/19/2020,WA,200
05/20/2020,WA,160
05/21/2020,WA,146
05/22/2020,WA,148
05/23/2020,WA,320
05/24/2020,WA,243
05/25/2020,WA,237
05/26/2020,WA,116
05/27/2020,WA,225
05/28/2020,WA,358
05/29/2020,WA,307
05/30/2020,WA,278
05/31/2020,WA,353
06/01/2020,WA,275
06/02/2020,WA,180
06/03/2020,WA,327
06/04/2020,WA,245
06/05/2020,WA,264
06/06/2020,WA,429
06/07/2020,WA,307
06/08/2020,WA,312
06/09/2020,WA,313
06/10/2020,WA,288
06/11/2020,WA,137
06/12/2020,WA,392
06/13/2020,WA,367
06/14/2020,WA,296
06/15/2020,WA,324
06/16/2020,WA,373
06/17/2020,WA,253
06/18/2020,WA,408
06/19/2020,WA,409
06/20/2020,WA,624
06/21/2020,WA,455
06/22/2020,WA,190
06/23/2020,WA,516
06/24/2020,WA,483
06/25/2020,WA,498
06/26/2020,WA,488
06/27/2020,WA,549
06/28/2020,WA,348
06/29/2020,WA,501
06/30/2020,WA,571
07/01/2020,WA,611
07/02/2020,WA,716
07/03/2020,WA,627
07/04/2020,WA,469
07/05/2020,WA,651
07/06/2020,WA,1087
07/07/2020,WA,435
07/08/2020,WA,521
07/09/2020,WA,640
07/10/2020,WA,637
07/11/2020,WA,0
07/12/2020,WA,1438
07/13/2020,WA,1101
07/14/2020,WA,547
07/15/2020,WA,742
07/16/2020,WA,1267
07/17/2020,WA,754
07/18/2020,WA,959
07/19/2020,WA,920
07/20/2020,WA,797
07/21/2020,WA,832
07/22/2020,WA,672
07/23/2020,WA,762
07/24/2020,WA,815
07/25/2020,WA,1025
07/26/2020,WA,786
07/27/2020,WA,686
07/28/2020,WA,884
07/29/2020,WA,790
07/30/2020,WA,808
07/31/2020,WA,0
08/01/2020,WA,1738
08/02/2020,WA,631
08/03/2020,WA,543
08/04/2020,WA,664
08/05/2020,WA,705
08/06/2020,WA,833
08/07/2020,WA,670
08/08/2020,WA,936
08/09/2020,WA,549
08/10/2020,WA,575
08/11/2020,WA,504
08/12/2020,WA,551
08/13/2020,WA,637
08/14/2020,WA,800
08/15/2020,WA,746
08/16/2020,WA,576
08/17/2020,WA,260
08/18/2020,WA,543
08/19/2020,WA,425
08/20/2020,WA,700
08/21/2020,WA,390
08/22/2020,WA,816
08/23/2020,WA,417
08/24/2020,WA,359
08/25/2020,WA,334
08/26/2020,WA,456
08/27/2020,WA,542
08/28/2020,WA,598
08/29/2020,WA,578
08/30/2020,WA,441
08/31/2020,WA,315
09/01/2020,WA,304
09/02/2020,WA,438
09/03/2020,WA,479
09/04/2020,WA,479
09/05/2020,WA,501
09/06/2020,WA,399
09/07/2020,WA,310
09/08/2020,WA,0
09/09/2020,WA,464
09/10/2020,WA,458
09/11/2020,WA,544
09/12/2020,WA,465
09/13/2020,WA,350
09/14/2020,WA,312
09/15/2020,WA,327
09/16/2020,WA,347
09/17/2020,WA,386
09/18/2020,WA,404
09/19/2020,WA,597
09/20/2020,WA,349
09/21/2020,WA,300
09/22/2020,WA,345
09/23/2020,WA,509
09/24/2020,WA,536
09/25/2020,WA,988
09/26/2020,WA,604
09/27/2020,WA,439
09/28/2020,WA,369
09/29/2020,WA,404
09/30/2020,WA,480
10/01/2020,WA,594
10/02/2020,WA,694
10/03/2020,WA,609
10/04/2020,WA,455
10/05/2020,WA,402
10/06/2020,WA,387
10/07/2020,WA,545
10/08/2020,WA,710
10/09/2020,WA,642
10/10/2020,WA,475
10/11/2020,WA,827
10/12/2020,WA,0
10/13/2020,WA,913
10/14/2020,WA,734
10/15/2020,WA,676
10/16/2020,WA,709
10/17/2020,WA,777
10/18/2020,WA,530
10/19/2020,WA,460
10/20/2020,WA,489
10/21/2020,WA,724
10/22/2020,WA,651
10/23/2020,WA,820
10/24/2020,WA,919
10/25/2020,WA,649
10/26/2020,WA,587
10/27/2020,WA,527
10/28/2020,WA,716
10/29/2020,WA,814
10/30/2020,WA,1016
10/31/2020,WA,928
11/01/2020,WA,814
11/02/2020,WA,1039
11/03/2020,WA,657
11/04/2020,WA,1469
11/05/2020,WA,1070
11/06/2020,WA,1691
11/07/2020,WA,1770
11/08/2020,WA,1320
11/09/2020,WA,1239
11/10/2020,WA,1441
11/11/2020,WA,0
11/12/2020,WA,3345
11/13/2020,WA,2142
11/14/2020,WA,2233
11/15/2020,WA,2309
11/16/2020,WA,1492
11/17/2020,WA,2589
11/18/2020,WA,1303
11/19/2020,WA,1987
11/20/2020,WA,2132
11/21/2020,WA,1717
11/22/2020,WA,0
11/23/2020,WA,6277
11/24/2020,WA,3482
11/25/2020,WA,2887
11/26/2020,WA,0
11/27/2020,WA,4261
11/28/2020,WA,2467
11/29/2020,WA,2066
11/30/2020,WA,2319
12/01/2020,WA,2197
12/02/2020,WA,3126
12/03/2020,WA,2095
12/04/2020,WA,1853
12/05/2020,WA,1503
12/06/2020,WA,1654
12/07/2020,WA,6957
12/08/2020,WA,2923
01/22/2020,RMI,0
01/23/2020,RMI,0
01/24/2020,RMI,0
01/25/2020,RMI,0
01/26/2020,RMI,0
01/27/2020,RMI,0
01/28/2020,RMI,0
01/29/2020,RMI,0
01/30/2020,RMI,0
01/31/2020,RMI,0
02/01/2020,RMI,0
02/02/2020,RMI,0
02/03/2020,RMI,0
02/04/2020,RMI,0
02/05/2020,RMI,0
02/06/2020,RMI,0
02/07/2020,RMI,0
02/08/2020,RMI,0
02/09/2020,RMI,0
02/10/2020,RMI,0
02/11/2020,RMI,0
02/12/2020,RMI,0
02/13/2020,RMI,0
02/14/2020,RMI,0
02/15/2020,RMI,0
02/16/2020,RMI,0
02/17/2020,RMI,0
02/18/2020,RMI,0
02/19/2020,RMI,0
02/20/2020,RMI,0
02/21/2020,RMI,0
02/22/2020,RMI,0
02/23/2020,RMI,0
02/24/2020,RMI,0
02/25/2020,RMI,0
02/26/2020,RMI,0
02/27/2020,RMI,0
02/28/2020,RMI,0
02/29/2020,RMI,0
03/01/2020,RMI,0
03/02/2020,RMI,0
03/03/2020,RMI,0
03/04/2020,RMI,0
03/05/2020,RMI,0
03/06/2020,RMI,0
03/07/2020,RMI,0
03/08/2020,RMI,0
03/09/2020,RMI,0
03/10/2020,RMI,0
03/11/2020,RMI,0
03/12/2020,RMI,0
03/13/2020,RMI,0
03/14/2020,RMI,0
03/15/2020,RMI,0
03/16/2020,RMI,0
03/17/2020,RMI,0
03/18/2020,RMI,0
03/19/2020,RMI,0
03/20/2020,RMI,0
03/21/2020,RMI,0
03/22/2020,RMI,0
03/23/2020,RMI,0
03/24/2020,RMI,0
03/25/2020,RMI,0
03/26/2020,RMI,0
03/27/2020,RMI,0
03/28/2020,RMI,0
03/29/2020,RMI,0
03/30/2020,RMI,0
03/31/2020,RMI,0
04/01/2020,RMI,0
04/02/2020,RMI,0
04/03/2020,RMI,0
04/04/2020,RMI,0
04/05/2020,RMI,0
04/06/2020,RMI,0
04/07/2020,RMI,0
04/08/2020,RMI,0
04/09/2020,RMI,0
04/10/2020,RMI,0
04/11/2020,RMI,0
04/12/2020,RMI,0
04/13/2020,RMI,0
04/14/2020,RMI,0
04/15/2020,RMI,0
04/16/2020,RMI,0
04/17/2020,RMI,0
04/18/2020,RMI,0
04/19/2020,RMI,0
04/20/2020,RMI,0
04/21/2020,RMI,0
04/22/2020,RMI,0
04/23/2020,RMI,0
04/24/2020,RMI,0
04/25/2020,RMI,0
04/26/2020,RMI,0
04/27/2020,RMI,0
04/28/2020,RMI,0
04/29/2020,RMI,0
04/30/2020,RMI,0
05/01/2020,RMI,0
05/02/2020,RMI,0
05/03/2020,RMI,0
05/04/2020,RMI,0
05/05/2020,RMI,0
05/06/2020,RMI,0
05/07/2020,RMI,0
05/08/2020,RMI,0
05/09/2020,RMI,0
05/10/2020,RMI,0
05/11/2020,RMI,0
05/12/2020,RMI,0
05/13/2020,RMI,0
05/14/2020,RMI,0
05/15/2020,RMI,0
05/16/2020,RMI,0
05/17/2020,RMI,0
05/18/2020,RMI,0
05/19/2020,RMI,0
05/20/2020,RMI,0
05/21/2020,RMI,0
05/22/2020,RMI,0
05/23/2020,RMI,0
05/24/2020,RMI,0
05/25/2020,RMI,0
05/26/2020,RMI,0
05/27/2020,RMI,0
05/28/2020,RMI,0
05/29/2020,RMI,0
05/30/2020,RMI,0
05/31/2020,RMI,0
06/01/2020,RMI,0
06/02/2020,RMI,0
06/03/2020,RMI,0
06/04/2020,RMI,0
06/05/2020,RMI,0
06/06/2020,RMI,0
06/07/2020,RMI,0
06/08/2020,RMI,0
06/09/2020,RMI,0
06/10/2020,RMI,0
06/11/2020,RMI,0
06/12/2020,RMI,0
06/13/2020,RMI,0
06/14/2020,RMI,0
06/15/2020,RMI,0
06/16/2020,RMI,0
06/17/2020,RMI,0
06/18/2020,RMI,0
06/19/2020,RMI,0
06/20/2020,RMI,0
06/21/2020,RMI,0
06/22/2020,RMI,0
06/23/2020,RMI,0
06/24/2020,RMI,0
06/25/2020,RMI,0
06/26/2020,RMI,0
06/27/2020,RMI,0
06/28/2020,RMI,0
06/29/2020,RMI,0
06/30/2020,RMI,0
07/01/2020,RMI,0
07/02/2020,RMI,0
07/03/2020,RMI,0
07/04/2020,RMI,0
07/05/2020,RMI,0
07/06/2020,RMI,0
07/07/2020,RMI,0
07/08/2020,RMI,0
07/09/2020,RMI,0
07/10/2020,RMI,0
07/11/2020,RMI,0
07/12/2020,RMI,0
07/13/2020,RMI,0
07/14/2020,RMI,0
07/15/2020,RMI,0
07/16/2020,RMI,0
07/17/2020,RMI,0
07/18/2020,RMI,0
07/19/2020,RMI,0
07/20/2020,RMI,0
07/21/2020,RMI,0
07/22/2020,RMI,0
07/23/2020,RMI,0
07/24/2020,RMI,0
07/25/2020,RMI,0
07/26/2020,RMI,0
07/27/2020,RMI,0
07/28/2020,RMI,0
07/29/2020,RMI,0
07/30/2020,RMI,0
07/31/2020,RMI,0
08/01/2020,RMI,0
08/02/2020,RMI,0
08/03/2020,RMI,0
08/04/2020,RMI,0
08/05/2020,RMI,0
08/06/2020,RMI,0
08/07/2020,RMI,0
08/08/2020,RMI,0
08/09/2020,RMI,0
08/10/2020,RMI,0
08/11/2020,RMI,0
08/12/2020,RMI,0
08/13/2020,RMI,0
08/14/2020,RMI,0
08/15/2020,RMI,0
08/16/2020,RMI,0
08/17/2020,RMI,0
08/18/2020,RMI,0
08/19/2020,RMI,0
08/20/2020,RMI,0
08/21/2020,RMI,0
08/22/2020,RMI,0
08/23/2020,RMI,0
08/24/2020,RMI,0
08/25/2020,RMI,0
08/26/2020,RMI,0
08/27/2020,RMI,0
08/28/2020,RMI,0
08/29/2020,RMI,0
08/30/2020,RMI,0
08/31/2020,RMI,0
09/01/2020,RMI,0
09/02/2020,RMI,0
09/03/2020,RMI,0
09/04/2020,RMI,0
09/05/2020,RMI,0
09/06/2020,RMI,0
09/07/2020,RMI,0
09/08/2020,RMI,0
09/09/2020,RMI,0
09/10/2020,RMI,0
09/11/2020,RMI,0
09/12/2020,RMI,0
09/13/2020,RMI,0
09/14/2020,RMI,0
09/15/2020,RMI,0
09/16/2020,RMI,0
09/17/2020,RMI,0
09/18/2020,RMI,0
09/19/2020,RMI,0
09/20/2020,RMI,0
09/21/2020,RMI,0
09/22/2020,RMI,0
09/23/2020,RMI,0
09/24/2020,RMI,0
09/25/2020,RMI,0
09/26/2020,RMI,0
09/27/2020,RMI,0
09/28/2020,RMI,0
09/29/2020,RMI,0
09/30/2020,RMI,0
10/01/2020,RMI,0
10/02/2020,RMI,0
10/03/2020,RMI,0
10/04/2020,RMI,0
10/05/2020,RMI,0
10/06/2020,RMI,0
10/07/2020,RMI,0
10/08/2020,RMI,0
10/09/2020,RMI,0
10/10/2020,RMI,0
10/11/2020,RMI,0
10/12/2020,RMI,0
10/13/2020,RMI,0
10/14/2020,RMI,0
10/15/2020,RMI,0
10/16/2020,RMI,0
10/17/2020,RMI,0
10/18/2020,RMI,0
10/19/2020,RMI,0
10/20/2020,RMI,0
10/21/2020,RMI,0
10/22/2020,RMI,0
10/23/2020,RMI,0
10/24/2020,RMI,0
10/25/2020,RMI,0
10/26/2020,RMI,0
10/27/2020,RMI,0
10/28/2020,RMI,2
10/29/2020,RMI,0
10/30/2020,RMI,0
10/31/2020,RMI,0
11/01/2020,RMI,-1
11/02/2020,RMI,0
11/03/2020,RMI,0
11/04/2020,RMI,0
11/05/2020,RMI,0
11/06/2020,RMI,0
11/07/2020,RMI,0
11/08/2020,RMI,0
11/09/2020,RMI,0
11/10/2020,RMI,0
11/11/2020,RMI,0
11/12/2020,RMI,0
11/13/2020,RMI,0
11/14/2020,RMI,0
11/15/2020,RMI,0
11/16/2020,RMI,3
11/17/2020,RMI,0
11/18/2020,RMI,0
11/19/2020,RMI,0
11/20/2020,RMI,0
11/21/2020,RMI,0
11/22/2020,RMI,0
11/23/2020,RMI,0
11/24/2020,RMI,0
11/25/2020,RMI,0
11/26/2020,RMI,0
11/27/2020,RMI,0
11/28/2020,RMI,0
11/29/2020,RMI,0
11/30/2020,RMI,0
12/01/2020,RMI,0
12/02/2020,RMI,0
12/03/2020,RMI,0
12/04/2020,RMI,0
12/05/2020,RMI,0
12/06/2020,RMI,0
12/07/2020,RMI,0
12/08/2020,RMI,0
01/22/2020,TN,0
01/23/2020,TN,0
01/24/2020,TN,0
01/25/2020,TN,0
01/26/2020,TN,0
01/27/2020,TN,0
01/28/2020,TN,0
01/29/2020,TN,0
01/30/2020,TN,0
01/31/2020,TN,0
02/01/2020,TN,0
02/02/2020,TN,0
02/03/2020,TN,0
02/04/2020,TN,0
02/05/2020,TN,0
02/06/2020,TN,0
02/07/2020,TN,0
02/08/2020,TN,0
02/09/2020,TN,0
02/10/2020,TN,0
02/11/2020,TN,0
02/12/2020,TN,0
02/13/2020,TN,0
02/14/2020,TN,0
02/15/2020,TN,0
02/16/2020,TN,0
02/17/2020,TN,0
02/18/2020,TN,0
02/19/2020,TN,0
02/20/2020,TN,0
02/21/2020,TN,0
02/22/2020,TN,0
02/23/2020,TN,0
02/24/2020,TN,0
02/25/2020,TN,0
02/26/2020,TN,0
02/27/2020,TN,0
02/28/2020,TN,0
02/29/2020,TN,0
03/01/2020,TN,0
03/02/2020,TN,0
03/03/2020,TN,0
03/04/2020,TN,0
03/05/2020,TN,1
03/06/2020,TN,0
03/07/2020,TN,0
03/08/2020,TN,0
03/09/2020,TN,0
03/10/2020,TN,6
03/11/2020,TN,2
03/12/2020,TN,9
03/13/2020,TN,8
03/14/2020,TN,0
03/15/2020,TN,13
03/16/2020,TN,13
03/17/2020,TN,21
03/18/2020,TN,25
03/19/2020,TN,56
03/20/2020,TN,74
03/21/2020,TN,143
03/22/2020,TN,134
03/23/2020,TN,110
03/24/2020,TN,52
03/25/2020,TN,117
03/26/2020,TN,173
03/27/2020,TN,246
03/28/2020,TN,170
03/29/2020,TN,164
03/30/2020,TN,297
03/31/2020,TN,405
04/01/2020,TN,1
04/02/2020,TN,605
04/03/2020,TN,35
04/04/2020,TN,223
04/05/2020,TN,530
04/06/2020,TN,170
04/07/2020,TN,336
04/08/2020,TN,223
04/09/2020,TN,273
04/10/2020,TN,228
04/11/2020,TN,0
04/12/2020,TN,445
04/13/2020,TN,302
04/14/2020,TN,213
04/15/2020,TN,13
04/16/2020,TN,426
04/17/2020,TN,68
04/18/2020,TN,433
04/19/2020,TN,33
04/20/2020,TN,443
04/21/2020,TN,155
04/22/2020,TN,178
04/23/2020,TN,709
04/24/2020,TN,461
04/25/2020,TN,140
04/26/2020,TN,816
04/27/2020,TN,254
04/28/2020,TN,135
04/29/2020,TN,45
04/30/2020,TN,603
05/01/2020,TN,1156
05/02/2020,TN,770
05/03/2020,TN,582
05/04/2020,TN,328
05/05/2020,TN,119
05/06/2020,TN,248
05/07/2020,TN,228
05/08/2020,TN,346
05/09/2020,TN,331
05/10/2020,TN,217
05/11/2020,TN,562
05/12/2020,TN,568
05/13/2020,TN,261
05/14/2020,TN,333
05/15/2020,TN,268
05/16/2020,TN,322
05/17/2020,TN,121
05/18/2020,TN,626
05/19/2020,TN,370
05/20/2020,TN,155
05/21/2020,TN,427
05/22/2020,TN,437
05/23/2020,TN,399
05/24/2020,TN,360
05/25/2020,TN,462
05/26/2020,TN,358
05/27/2020,TN,352
05/28/2020,TN,381
05/29/2020,TN,414
05/30/2020,TN,484
05/31/2020,TN,439
06/01/2020,TN,550
06/02/2020,TN,834
06/03/2020,TN,447
06/04/2020,TN,299
06/05/2020,TN,401
06/06/2020,TN,558
06/07/2020,TN,313
06/08/2020,TN,568
06/09/2020,TN,630
06/10/2020,TN,302
06/11/2020,TN,477
06/12/2020,TN,588
06/13/2020,TN,415
06/14/2020,TN,891
06/15/2020,TN,728
06/16/2020,TN,670
06/17/2020,TN,313
06/18/2020,TN,686
06/19/2020,TN,1188
06/20/2020,TN,429
06/21/2020,TN,656
06/22/2020,TN,451
06/23/2020,TN,750
06/24/2020,TN,932
06/25/2020,TN,799
06/26/2020,TN,1410
06/27/2020,TN,728
06/28/2020,TN,0
06/29/2020,TN,2125
06/30/2020,TN,1212
07/01/2020,TN,1806
07/02/2020,TN,1575
07/03/2020,TN,1822
07/04/2020,TN,1428
07/05/2020,TN,1291
07/06/2020,TN,724
07/07/2020,TN,1359
07/08/2020,TN,2472
07/09/2020,TN,1605
07/10/2020,TN,1955
07/11/2020,TN,1460
07/12/2020,TN,954
07/13/2020,TN,3314
07/14/2020,TN,1514
07/15/2020,TN,2273
07/16/2020,TN,2479
07/17/2020,TN,2279
07/18/2020,TN,2517
07/19/2020,TN,1779
07/20/2020,TN,1639
07/21/2020,TN,2190
07/22/2020,TN,2473
07/23/2020,TN,2570
07/24/2020,TN,2091
07/25/2020,TN,1718
07/26/2020,TN,3140
07/27/2020,TN,2553
07/28/2020,TN,2555
07/29/2020,TN,1778
07/30/2020,TN,2049
07/31/2020,TN,3088
08/01/2020,TN,2225
08/02/2020,TN,1443
08/03/2020,TN,1009
08/04/2020,TN,1805
08/05/2020,TN,1657
08/06/2020,TN,2252
08/07/2020,TN,2432
08/08/2020,TN,1803
08/09/2020,TN,2127
08/10/2020,TN,1202
08/11/2020,TN,1001
08/12/2020,TN,1478
08/13/2020,TN,2118
08/14/2020,TN,1947
08/15/2020,TN,1289
08/16/2020,TN,1961
08/17/2020,TN,1036
08/18/2020,TN,1034
08/19/2020,TN,2022
08/20/2020,TN,1375
08/21/2020,TN,1669
08/22/2020,TN,1239
08/23/2020,TN,1854
08/24/2020,TN,667
08/25/2020,TN,813
08/26/2020,TN,1936
08/27/2020,TN,1826
08/28/2020,TN,1636
08/29/2020,TN,1465
08/30/2020,TN,835
08/31/2020,TN,1818
09/01/2020,TN,1396
09/02/2020,TN,1502
09/03/2020,TN,1715
09/04/2020,TN,1051
09/05/2020,TN,1765
09/06/2020,TN,1764
09/07/2020,TN,983
09/08/2020,TN,645
09/09/2020,TN,833
09/10/2020,TN,1650
09/11/2020,TN,1622
09/12/2020,TN,1032
09/13/2020,TN,933
09/14/2020,TN,2450
09/15/2020,TN,957
09/16/2020,TN,1856
09/17/2020,TN,1053
09/18/2020,TN,2357
09/19/2020,TN,942
09/20/2020,TN,2075
09/21/2020,TN,895
09/22/2020,TN,739
09/23/2020,TN,1561
09/24/2020,TN,835
09/25/2020,TN,1910
09/26/2020,TN,1437
09/27/2020,TN,2104
09/28/2020,TN,737
09/29/2020,TN,879
09/30/2020,TN,1528
10/01/2020,TN,1293
10/02/2020,TN,971
10/03/2020,TN,1192
10/04/2020,TN,1615
10/05/2020,TN,2489
10/06/2020,TN,1676
10/07/2020,TN,2080
10/08/2020,TN,1992
10/09/2020,TN,1556
10/10/2020,TN,1646
10/11/2020,TN,2068
10/12/2020,TN,2965
10/13/2020,TN,1147
10/14/2020,TN,1709
10/15/2020,TN,2289
10/16/2020,TN,666
10/17/2020,TN,2646
10/18/2020,TN,2605
10/19/2020,TN,3317
10/20/2020,TN,1508
10/21/2020,TN,2292
10/22/2020,TN,2046
10/23/2020,TN,3606
10/24/2020,TN,2574
10/25/2020,TN,3500
10/26/2020,TN,2279
10/27/2020,TN,1908
10/28/2020,TN,2446
10/29/2020,TN,2660
10/30/2020,TN,2608
10/31/2020,TN,1184
11/01/2020,TN,754
11/02/2020,TN,3161
11/03/2020,TN,1770
11/04/2020,TN,3445
11/05/2020,TN,1969
11/06/2020,TN,1373
11/07/2020,TN,5071
11/08/2020,TN,3636
11/09/2020,TN,5919
11/10/2020,TN,1979
11/11/2020,TN,3632
11/12/2020,TN,3344
11/13/2020,TN,3733
11/14/2020,TN,4662
11/15/2020,TN,5817
11/16/2020,TN,7951
11/17/2020,TN,1841
11/18/2020,TN,4472
11/19/2020,TN,2887
11/20/2020,TN,3444
11/21/2020,TN,4355
11/22/2020,TN,4589
11/23/2020,TN,4074
11/24/2020,TN,1304
11/25/2020,TN,2118
11/26/2020,TN,4404
11/27/2020,TN,4340
11/28/2020,TN,6750
11/29/2020,TN,3052
11/30/2020,TN,7975
12/01/2020,TN,5693
12/02/2020,TN,4099
12/03/2020,TN,3967
12/04/2020,TN,4356
12/05/2020,TN,4914
12/06/2020,TN,3072
12/07/2020,TN,8136
12/08/2020,TN,6019
01/22/2020,AS,0
01/23/2020,AS,0
01/24/2020,AS,0
01/25/2020,AS,0
01/26/2020,AS,0
01/27/2020,AS,0
01/28/2020,AS,0
01/29/2020,AS,0
01/30/2020,AS,0
01/31/2020,AS,0
02/01/2020,AS,0
02/02/2020,AS,0
02/03/2020,AS,0
02/04/2020,AS,0
02/05/2020,AS,0
02/06/2020,AS,0
02/07/2020,AS,0
02/08/2020,AS,0
02/09/2020,AS,0
02/10/2020,AS,0
02/11/2020,AS,0
02/12/2020,AS,0
02/13/2020,AS,0
02/14/2020,AS,0
02/15/2020,AS,0
02/16/2020,AS,0
02/17/2020,AS,0
02/18/2020,AS,0
02/19/2020,AS,0
02/20/2020,AS,0
02/21/2020,AS,0
02/22/2020,AS,0
02/23/2020,AS,0
02/24/2020,AS,0
02/25/2020,AS,0
02/26/2020,AS,0
02/27/2020,AS,0
02/28/2020,AS,0
02/29/2020,AS,0
03/01/2020,AS,0
03/02/2020,AS,0
03/03/2020,AS,0
03/04/2020,AS,0
03/05/2020,AS,0
03/06/2020,AS,0
03/07/2020,AS,0
03/08/2020,AS,0
03/09/2020,AS,0
03/10/2020,AS,0
03/11/2020,AS,0
03/12/2020,AS,0
03/13/2020,AS,0
03/14/2020,AS,0
03/15/2020,AS,0
03/16/2020,AS,0
03/17/2020,AS,0
03/18/2020,AS,0
03/19/2020,AS,0
03/20/2020,AS,0
03/21/2020,AS,0
03/22/2020,AS,0
03/23/2020,AS,0
03/24/2020,AS,0
03/25/2020,AS,0
03/26/2020,AS,0
03/27/2020,AS,0
03/28/2020,AS,0
03/29/2020,AS,0
03/30/2020,AS,0
03/31/2020,AS,0
04/01/2020,AS,0
04/02/2020,AS,0
04/03/2020,AS,0
04/04/2020,AS,0
04/05/2020,AS,0
04/06/2020,AS,0
04/07/2020,AS,0
04/08/2020,AS,0
04/09/2020,AS,0
04/10/2020,AS,0
04/11/2020,AS,0
04/12/2020,AS,0
04/13/2020,AS,0
04/14/2020,AS,0
04/15/2020,AS,0
04/16/2020,AS,0
04/17/2020,AS,0
04/18/2020,AS,0
04/19/2020,AS,0
04/20/2020,AS,0
04/21/2020,AS,0
04/22/2020,AS,0
04/23/2020,AS,0
04/24/2020,AS,0
04/25/2020,AS,0
04/26/2020,AS,0
04/27/2020,AS,0
04/28/2020,AS,0
04/29/2020,AS,0
04/30/2020,AS,0
05/01/2020,AS,0
05/02/2020,AS,0
05/03/2020,AS,0
05/04/2020,AS,0
05/05/2020,AS,0
05/06/2020,AS,0
05/07/2020,AS,0
05/08/2020,AS,0
05/09/2020,AS,0
05/10/2020,AS,0
05/11/2020,AS,0
05/12/2020,AS,0
05/13/2020,AS,0
05/14/2020,AS,0
05/15/2020,AS,0
05/16/2020,AS,0
05/17/2020,AS,0
05/18/2020,AS,0
05/19/2020,AS,0
05/20/2020,AS,0
05/21/2020,AS,0
05/22/2020,AS,0
05/23/2020,AS,0
05/24/2020,AS,0
05/25/2020,AS,0
05/26/2020,AS,0
05/27/2020,AS,0
05/28/2020,AS,0
05/29/2020,AS,0
05/30/2020,AS,0
05/31/2020,AS,0
06/01/2020,AS,0
