date,state,cases
01/22/2020,CO,0
01/23/2020,CO,0
01/24/2020,CO,0
01/25/2020,CO,0
01/26/2020,CO,0
01/27/2020,CO,0
01/28/2020,CO,0
01/29/2020,CO,0
01/30/2020,CO,0
01/31/2020,CO,0
02/01/2020,CO,0
02/02/2020,CO,0
02/03/2020,CO,0
02/04/2020,CO,0
02/05/2020,CO,0
02/06/2020,CO,0
02/07/2020,CO,0
02/08/2020,CO,0
02/09/2020,CO,0
02/10/2020,CO,0
02/11/2020,CO,0
02/12/2020,CO,0
02/13/2020,CO,0
02/14/2020,CO,0
02/15/2020,CO,0
02/16/2020,CO,0
02/17/2020,CO,0
02/18/2020,CO,0
02/19/2020,CO,0
02/20/2020,CO,0
02/21/2020,CO,0
02/22/2020,CO,0
02/23/2020,CO,0
02/24/2020,CO,0
02/25/2020,CO,0
02/26/2020,CO,0
02/27/2020,CO,0
02/28/2020,CO,0
02/29/2020,CO,0
03/01/2020,CO,0
03/02/2020,CO,0
03/03/2020,CO,0
03/04/2020,CO,0
03/05/2020,CO,1
03/06/2020,CO,1
03/07/2020,CO,6
03/08/2020,CO,0
03/09/2020,CO,4
03/10/2020,CO,5
03/11/2020,CO,17
03/12/2020,CO,15
03/13/2020,CO,0
03/14/2020,CO,0
03/15/2020,CO,95
03/16/2020,CO,16
03/17/2020,CO,23
03/18/2020,CO,33
03/19/2020,CO,61
03/20/2020,CO,86
03/21/2020,CO,112
03/22/2020,CO,116
03/23/2020,CO,129
03/24/2020,CO,201
03/25/2020,CO,165
03/26/2020,CO,344
03/27/2020,CO,304
03/28/2020,CO,327
03/29/2020,CO,246
03/30/2020,CO,320
03/31/2020,CO,339
04/01/2020,CO,376
04/02/2020,CO,386
04/03/2020,CO,445
04/04/2020,CO,392
04/05/2020,CO,385
04/06/2020,CO,222
04/07/2020,CO,257
04/08/2020,CO,226
04/09/2020,CO,547
04/10/2020,CO,163
04/11/2020,CO,528
04/12/2020,CO,410
04/13/2020,CO,388
04/14/2020,CO,250
04/15/2020,CO,339
04/16/2020,CO,302
04/17/2020,CO,465
04/18/2020,CO,386
04/19/2020,CO,201
04/20/2020,CO,385
04/21/2020,CO,349
04/22/2020,CO,457
04/23/2020,CO,357
04/24/2020,CO,1002
04/25/2020,CO,684
04/26/2020,CO,482
04/27/2020,CO,448
04/28/2020,CO,440
04/29/2020,CO,437
04/30/2020,CO,507
05/01/2020,CO,486
05/02/2020,CO,452
05/03/2020,CO,414
05/04/2020,CO,344
05/05/2020,CO,439
05/06/2020,CO,421
05/07/2020,CO,580
05/08/2020,CO,475
05/09/2020,CO,523
05/10/2020,CO,316
05/11/2020,CO,103
05/12/2020,CO,356
05/13/2020,CO,310
05/14/2020,CO,361
05/15/2020,CO,369
05/16/2020,CO,380
05/17/2020,CO,286
05/18/2020,CO,298
05/19/2020,CO,304
05/20/2020,CO,353
05/21/2020,CO,369
05/22/2020,CO,334
05/23/2020,CO,482
05/24/2020,CO,200
05/25/2020,CO,89
05/26/2020,CO,277
05/27/2020,CO,492
05/28/2020,CO,126
05/29/2020,CO,492
05/30/2020,CO,485
05/31/2020,CO,280
06/01/2020,CO,199
06/02/2020,CO,211
06/03/2020,CO,272
06/04/2020,CO,300
06/05/2020,CO,255
06/06/2020,CO,233
06/07/2020,CO,153
06/08/2020,CO,182
06/09/2020,CO,164
06/10/2020,CO,152
06/11/2020,CO,148
06/12/2020,CO,175
06/13/2020,CO,195
06/14/2020,CO,113
06/15/2020,CO,169
06/16/2020,CO,143
06/17/2020,CO,231
06/18/2020,CO,228
06/19/2020,CO,286
06/20/2020,CO,162
06/21/2020,CO,190
06/22/2020,CO,166
06/23/2020,CO,188
06/24/2020,CO,262
06/25/2020,CO,324
06/26/2020,CO,317
06/27/2020,CO,226
06/28/2020,CO,285
06/29/2020,CO,204
06/30/2020,CO,204
07/01/2020,CO,314
07/02/2020,CO,323
07/03/2020,CO,260
07/04/2020,CO,254
07/05/2020,CO,199
07/06/2020,CO,192
07/07/2020,CO,407
07/08/2020,CO,452
07/09/2020,CO,409
07/10/2020,CO,666
07/11/2020,CO,400
07/12/2020,CO,322
07/13/2020,CO,329
07/14/2020,CO,444
07/15/2020,CO,469
07/16/2020,CO,571
07/17/2020,CO,618
07/18/2020,CO,444
07/19/2020,CO,354
07/20/2020,CO,424
07/21/2020,CO,493
07/22/2020,CO,639
07/23/2020,CO,616
07/24/2020,CO,666
07/25/2020,CO,809
07/26/2020,CO,547
07/27/2020,CO,229
07/28/2020,CO,749
07/29/2020,CO,482
07/30/2020,CO,408
07/31/2020,CO,605
08/01/2020,CO,458
08/02/2020,CO,449
08/03/2020,CO,252
08/04/2020,CO,426
08/05/2020,CO,594
08/06/2020,CO,448
08/07/2020,CO,457
08/08/2020,CO,431
08/09/2020,CO,336
08/10/2020,CO,379
08/11/2020,CO,402
08/12/2020,CO,315
08/13/2020,CO,373
08/14/2020,CO,409
08/15/2020,CO,300
08/16/2020,CO,338
08/17/2020,CO,194
08/18/2020,CO,261
08/19/2020,CO,270
08/20/2020,CO,329
08/21/2020,CO,356
08/22/2020,CO,297
08/23/2020,CO,250
08/24/2020,CO,208
08/25/2020,CO,459
08/26/2020,CO,194
08/27/2020,CO,349
08/28/2020,CO,430
08/29/2020,CO,268
08/30/2020,CO,182
08/31/2020,CO,201
09/01/2020,CO,351
09/02/2020,CO,244
09/03/2020,CO,268
09/04/2020,CO,368
09/05/2020,CO,334
09/06/2020,CO,285
09/07/2020,CO,213
09/08/2020,CO,187
09/09/2020,CO,246
09/10/2020,CO,265
09/11/2020,CO,307
09/12/2020,CO,415
09/13/2020,CO,417
09/14/2020,CO,375
09/15/2020,CO,400
09/16/2020,CO,587
09/17/2020,CO,459
09/18/2020,CO,605
09/19/2020,CO,606
09/20/2020,CO,501
09/21/2020,CO,542
09/22/2020,CO,654
09/23/2020,CO,616
09/24/2020,CO,548
09/25/2020,CO,709
09/26/2020,CO,584
09/27/2020,CO,569
09/28/2020,CO,411
09/29/2020,CO,535
09/30/2020,CO,511
10/01/2020,CO,682
10/02/2020,CO,680
10/03/2020,CO,0
10/04/2020,CO,1178
10/05/2020,CO,461
10/06/2020,CO,654
10/07/2020,CO,731
10/08/2020,CO,863
10/09/2020,CO,834
10/10/2020,CO,1023
10/11/2020,CO,819
10/12/2020,CO,576
10/13/2020,CO,1048
10/14/2020,CO,692
10/15/2020,CO,1141
10/16/2020,CO,1312
10/17/2020,CO,1139
10/18/2020,CO,933
10/19/2020,CO,1072
10/20/2020,CO,1208
10/21/2020,CO,1267
10/22/2020,CO,1373
10/23/2020,CO,1350
10/24/2020,CO,1828
10/25/2020,CO,1689
10/26/2020,CO,2211
10/27/2020,CO,1433
10/28/2020,CO,1475
10/29/2020,CO,1806
10/30/2020,CO,2412
10/31/2020,CO,2924
11/01/2020,CO,0
11/02/2020,CO,4797
11/03/2020,CO,2562
11/04/2020,CO,2928
11/05/2020,CO,3369
11/06/2020,CO,3463
11/07/2020,CO,3498
11/08/2020,CO,3017
11/09/2020,CO,3553
11/10/2020,CO,3890
11/11/2020,CO,3975
11/12/2020,CO,5197
11/13/2020,CO,6439
11/14/2020,CO,5196
11/15/2020,CO,4183
11/16/2020,CO,4296
11/17/2020,CO,4331
11/18/2020,CO,4650
11/19/2020,CO,6107
11/20/2020,CO,5765
11/21/2020,CO,6113
11/22/2020,CO,3921
11/23/2020,CO,3689
11/24/2020,CO,4150
11/25/2020,CO,4191
11/26/2020,CO,6053
11/27/2020,CO,4270
11/28/2020,CO,4330
11/29/2020,CO,3489
11/30/2020,CO,4133
12/01/2020,CO,4405
12/02/2020,CO,3862
12/03/2020,CO,6037
12/04/2020,CO,5013
12/05/2020,CO,5125
12/06/2020,CO,3234
12/07/2020,CO,4037
12/08/2020,CO,3971
01/22/2020,FL,0
01/23/2020,FL,0
01/24/2020,FL,0
01/25/2020,FL,0
01/26/2020,FL,0
01/27/2020,FL,0
01/28/2020,FL,0
01/29/2020,FL,0
01/30/2020,FL,0
01/31/2020,FL,0
02/01/2020,FL,0
02/02/2020,FL,0
02/03/2020,FL,0
02/04/2020,FL,0
02/05/2020,FL,0
02/06/2020,FL,0
02/07/2020,FL,0
02/08/2020,FL,0
02/09/2020,FL,0
02/10/2020,FL,0
02/11/2020,FL,0
02/12/2020,FL,0
02/13/2020,FL,0
02/14/2020,FL,0
02/15/2020,FL,0
02/16/2020,FL,0
02/17/2020,FL,0
02/18/2020,FL,0
02/19/2020,FL,0
02/20/2020,FL,0
02/21/2020,FL,0
02/22/2020,FL,0
02/23/2020,FL,0
02/24/2020,FL,0
02/25/2020,FL,0
02/26/2020,FL,0
02/27/2020,FL,0
02/28/2020,FL,0
02/29/2020,FL,0
03/01/2020,FL,0
03/02/2020,FL,1
03/03/2020,FL,1
03/04/2020,FL,0
03/05/2020,FL,1
03/06/2020,FL,0
03/07/2020,FL,3
03/08/2020,FL,0
03/09/2020,FL,13
03/10/2020,FL,0
03/11/2020,FL,7
03/12/2020,FL,5
03/13/2020,FL,0
03/14/2020,FL,24
03/15/2020,FL,81
03/16/2020,FL,6
03/17/2020,FL,53
03/18/2020,FL,104
03/19/2020,FL,94
03/20/2020,FL,117
03/21/2020,FL,196
03/22/2020,FL,231
03/23/2020,FL,204
03/24/2020,FL,232
03/25/2020,FL,488
03/26/2020,FL,491
03/27/2020,FL,702
03/28/2020,FL,823
03/29/2020,FL,891
03/30/2020,FL,721
03/31/2020,FL,1001
04/01/2020,FL,1005
04/02/2020,FL,1199
04/03/2020,FL,1231
04/04/2020,FL,1248
04/05/2020,FL,788
04/06/2020,FL,1253
04/07/2020,FL,1088
04/08/2020,FL,932
04/09/2020,FL,1089
04/10/2020,FL,1125
04/11/2020,FL,997
04/12/2020,FL,892
04/13/2020,FL,1057
04/14/2020,FL,590
04/15/2020,FL,881
04/16/2020,FL,809
04/17/2020,FL,1392
04/18/2020,FL,731
04/19/2020,FL,801
04/20/2020,FL,731
04/21/2020,FL,798
04/22/2020,FL,664
04/23/2020,FL,1052
04/24/2020,FL,864
04/25/2020,FL,289
04/26/2020,FL,684
04/27/2020,FL,610
04/28/2020,FL,696
04/29/2020,FL,332
04/30/2020,FL,1372
05/01/2020,FL,1038
05/02/2020,FL,735
05/03/2020,FL,506
05/04/2020,FL,928
05/05/2020,FL,542
05/06/2020,FL,563
05/07/2020,FL,826
05/08/2020,FL,371
05/09/2020,FL,802
05/10/2020,FL,-113
05/11/2020,FL,1094
05/12/2020,FL,941
05/13/2020,FL,479
05/14/2020,FL,808
05/15/2020,FL,-270
05/16/2020,FL,1871
05/17/2020,FL,777
05/18/2020,FL,854
05/19/2020,FL,502
05/20/2020,FL,527
05/21/2020,FL,1204
05/22/2020,FL,776
05/23/2020,FL,676
05/24/2020,FL,740
05/25/2020,FL,879
05/26/2020,FL,509
05/27/2020,FL,379
05/28/2020,FL,-716
05/29/2020,FL,1196
05/30/2020,FL,915
05/31/2020,FL,735
06/01/2020,FL,651
06/02/2020,FL,586
06/03/2020,FL,1292
06/04/2020,FL,1408
06/05/2020,FL,1292
06/06/2020,FL,1253
06/07/2020,FL,1170
06/08/2020,FL,962
06/09/2020,FL,1070
06/10/2020,FL,1331
06/11/2020,FL,1677
06/12/2020,FL,1885
06/13/2020,FL,2248
06/14/2020,FL,2061
06/15/2020,FL,1738
06/16/2020,FL,2740
06/17/2020,FL,2548
06/18/2020,FL,3178
06/19/2020,FL,3789
06/20/2020,FL,4027
06/21/2020,FL,3469
06/22/2020,FL,2908
06/23/2020,FL,3256
06/24/2020,FL,5440
06/25/2020,FL,4981
06/26/2020,FL,8850
06/27/2020,FL,9518
06/28/2020,FL,8475
06/29/2020,FL,5238
06/30/2020,FL,5976
07/01/2020,FL,6507
07/02/2020,FL,10015
07/03/2020,FL,9415
07/04/2020,FL,11372
07/05/2020,FL,9986
07/06/2020,FL,6300
07/07/2020,FL,7218
07/08/2020,FL,9882
07/09/2020,FL,8891
07/10/2020,FL,11343
07/11/2020,FL,10274
07/12/2020,FL,15135
07/13/2020,FL,12548
07/14/2020,FL,9122
07/15/2020,FL,10087
07/16/2020,FL,13764
07/17/2020,FL,11362
07/18/2020,FL,10199
07/19/2020,FL,12411
07/20/2020,FL,10287
07/21/2020,FL,9345
07/22/2020,FL,9676
07/23/2020,FL,10171
07/24/2020,FL,12379
07/25/2020,FL,12115
07/26/2020,FL,9259
07/27/2020,FL,8854
07/28/2020,FL,9169
07/29/2020,FL,9384
07/30/2020,FL,9854
07/31/2020,FL,8925
08/01/2020,FL,9591
08/02/2020,FL,7047
08/03/2020,FL,4758
08/04/2020,FL,5347
08/05/2020,FL,5408
08/06/2020,FL,7587
08/07/2020,FL,7653
08/08/2020,FL,8425
08/09/2020,FL,6190
08/10/2020,FL,4152
08/11/2020,FL,5793
08/12/2020,FL,8059
08/13/2020,FL,6192
08/14/2020,FL,6105
08/15/2020,FL,6291
08/16/2020,FL,3747
08/17/2020,FL,2649
08/18/2020,FL,3787
08/19/2020,FL,4080
08/20/2020,FL,4516
08/21/2020,FL,4616
08/22/2020,FL,4260
08/23/2020,FL,3004
08/24/2020,FL,2224
08/25/2020,FL,2665
08/26/2020,FL,2937
08/27/2020,FL,3229
08/28/2020,FL,3732
08/29/2020,FL,3132
08/30/2020,FL,2547
08/31/2020,FL,1876
09/01/2020,FL,7487
09/02/2020,FL,2310
09/03/2020,FL,3487
09/04/2020,FL,3147
09/05/2020,FL,3593
09/06/2020,FL,2513
09/07/2020,FL,1812
09/08/2020,FL,1797
09/09/2020,FL,2006
09/10/2020,FL,2537
09/11/2020,FL,3604
09/12/2020,FL,3168
09/13/2020,FL,2395
09/14/2020,FL,1718
09/15/2020,FL,2743
09/16/2020,FL,2288
09/17/2020,FL,3273
09/18/2020,FL,3177
09/19/2020,FL,3510
09/20/2020,FL,2497
09/21/2020,FL,1671
09/22/2020,FL,2414
09/23/2020,FL,2594
09/24/2020,FL,2477
09/25/2020,FL,2809
09/26/2020,FL,2731
09/27/2020,FL,1847
09/28/2020,FL,728
09/29/2020,FL,3209
09/30/2020,FL,1880
10/01/2020,FL,2551
10/02/2020,FL,2610
10/03/2020,FL,2726
10/04/2020,FL,1813
10/05/2020,FL,1405
10/06/2020,FL,2202
10/07/2020,FL,2544
10/08/2020,FL,3246
10/09/2020,FL,2853
10/10/2020,FL,0
10/11/2020,FL,5414
10/12/2020,FL,1519
10/13/2020,FL,2657
10/14/2020,FL,2808
10/15/2020,FL,3286
10/16/2020,FL,3365
10/17/2020,FL,3968
10/18/2020,FL,2474
10/19/2020,FL,1691
10/20/2020,FL,3556
10/21/2020,FL,2106
10/22/2020,FL,5461
10/23/2020,FL,3618
10/24/2020,FL,4381
10/25/2020,FL,2348
10/26/2020,FL,3336
10/27/2020,FL,4226
10/28/2020,FL,4005
10/29/2020,FL,4111
10/30/2020,FL,5383
10/31/2020,FL,2283
11/01/2020,FL,4805
11/02/2020,FL,4569
11/03/2020,FL,4553
11/04/2020,FL,4332
11/05/2020,FL,6120
11/06/2020,FL,5150
11/07/2020,FL,4380
11/08/2020,FL,6619
11/09/2020,FL,3845
11/10/2020,FL,4282
11/11/2020,FL,5669
11/12/2020,FL,5504
11/13/2020,FL,6760
11/14/2020,FL,4405
11/15/2020,FL,9820
11/16/2020,FL,4530
11/17/2020,FL,7285
11/18/2020,FL,7727
11/19/2020,FL,8882
11/20/2020,FL,8831
11/21/2020,FL,8175
11/22/2020,FL,6374
11/23/2020,FL,6114
11/24/2020,FL,8102
11/25/2020,FL,8126
11/26/2020,FL,16809
11/27/2020,FL,-14
11/28/2020,FL,6062
11/29/2020,FL,7131
11/30/2020,FL,6426
12/01/2020,FL,8540
12/02/2020,FL,9890
12/03/2020,FL,10656
12/04/2020,FL,9898
12/05/2020,FL,10198
12/06/2020,FL,8175
12/07/2020,FL,7537
12/08/2020,FL,7801
01/22/2020,AZ,0
01/23/2020,AZ,0
01/24/2020,AZ,0
01/25/2020,AZ,0
01/26/2020,AZ,1
01/27/2020,AZ,0
01/28/2020,AZ,0
01/29/2020,AZ,0
01/30/2020,AZ,0
01/31/2020,AZ,0
02/01/2020,AZ,0
02/02/2020,AZ,0
02/03/2020,AZ,0
02/04/2020,AZ,0
02/05/2020,AZ,0
02/06/2020,AZ,0
02/07/2020,AZ,0
02/08/2020,AZ,0
02/09/2020,AZ,0
02/10/2020,AZ,0
02/11/2020,AZ,0
02/12/2020,AZ,0
02/13/2020,AZ,0
02/14/2020,AZ,0
02/15/2020,AZ,0
02/16/2020,AZ,0
02/17/2020,AZ,0
02/18/2020,AZ,0
02/19/2020,AZ,0
02/20/2020,AZ,0
02/21/2020,AZ,0
02/22/2020,AZ,0
02/23/2020,AZ,0
02/24/2020,AZ,0
02/25/2020,AZ,0
02/26/2020,AZ,0
02/27/2020,AZ,0
02/28/2020,AZ,0
02/29/2020,AZ,0
03/01/2020,AZ,0
03/02/2020,AZ,0
03/03/2020,AZ,1
03/04/2020,AZ,0
03/05/2020,AZ,1
03/06/2020,AZ,0
03/07/2020,AZ,2
03/08/2020,AZ,0
03/09/2020,AZ,1
03/10/2020,AZ,2
03/11/2020,AZ,1
03/12/2020,AZ,0
03/13/2020,AZ,1
03/14/2020,AZ,2
03/15/2020,AZ,1
03/16/2020,AZ,5
03/17/2020,AZ,0
03/18/2020,AZ,9
03/19/2020,AZ,17
03/20/2020,AZ,19
03/21/2020,AZ,41
03/22/2020,AZ,48
03/23/2020,AZ,101
03/24/2020,AZ,73
03/25/2020,AZ,75
03/26/2020,AZ,107
03/27/2020,AZ,157
03/28/2020,AZ,108
03/29/2020,AZ,146
03/30/2020,AZ,238
03/31/2020,AZ,132
04/01/2020,AZ,124
04/02/2020,AZ,185
04/03/2020,AZ,171
04/04/2020,AZ,250
04/05/2020,AZ,250
04/06/2020,AZ,187
04/07/2020,AZ,119
04/08/2020,AZ,151
04/09/2020,AZ,292
04/10/2020,AZ,94
04/11/2020,AZ,281
04/12/2020,AZ,146
04/13/2020,AZ,163
04/14/2020,AZ,104
04/15/2020,AZ,156
04/16/2020,AZ,272
04/17/2020,AZ,273
04/18/2020,AZ,212
04/19/2020,AZ,210
04/20/2020,AZ,135
04/21/2020,AZ,187
04/22/2020,AZ,208
04/23/2020,AZ,310
04/24/2020,AZ,276
04/25/2020,AZ,235
04/26/2020,AZ,246
04/27/2020,AZ,190
04/28/2020,AZ,232
04/29/2020,AZ,254
04/30/2020,AZ,446
05/01/2020,AZ,314
05/02/2020,AZ,402
05/03/2020,AZ,276
05/04/2020,AZ,279
05/05/2020,AZ,386
05/06/2020,AZ,402
05/07/2020,AZ,238
05/08/2020,AZ,581
05/09/2020,AZ,434
05/10/2020,AZ,159
05/11/2020,AZ,261
05/12/2020,AZ,356
05/13/2020,AZ,440
05/14/2020,AZ,498
05/15/2020,AZ,495
05/16/2020,AZ,462
05/17/2020,AZ,306
05/18/2020,AZ,233
05/19/2020,AZ,396
05/20/2020,AZ,331
05/21/2020,AZ,418
05/22/2020,AZ,293
05/23/2020,AZ,431
05/24/2020,AZ,300
05/25/2020,AZ,222
05/26/2020,AZ,222
05/27/2020,AZ,479
05/28/2020,AZ,501
05/29/2020,AZ,702
05/30/2020,AZ,790
05/31/2020,AZ,681
06/01/2020,AZ,187
06/02/2020,AZ,1127
06/03/2020,AZ,973
06/04/2020,AZ,530
06/05/2020,AZ,1579
06/06/2020,AZ,1119
06/07/2020,AZ,1438
06/08/2020,AZ,789
06/09/2020,AZ,618
06/10/2020,AZ,1556
06/11/2020,AZ,1412
06/12/2020,AZ,1654
06/13/2020,AZ,1540
06/14/2020,AZ,1233
06/15/2020,AZ,1014
06/16/2020,AZ,2392
06/17/2020,AZ,1827
06/18/2020,AZ,2519
06/19/2020,AZ,3246
06/20/2020,AZ,3109
06/21/2020,AZ,2592
06/22/2020,AZ,2196
06/23/2020,AZ,3593
06/24/2020,AZ,1795
06/25/2020,AZ,3056
06/26/2020,AZ,3428
06/27/2020,AZ,3593
06/28/2020,AZ,3857
06/29/2020,AZ,625
06/30/2020,AZ,4682
07/01/2020,AZ,4877
07/02/2020,AZ,3333
07/03/2020,AZ,4433
07/04/2020,AZ,2695
07/05/2020,AZ,3536
07/06/2020,AZ,3352
07/07/2020,AZ,3653
07/08/2020,AZ,3520
07/09/2020,AZ,4057
07/10/2020,AZ,4221
07/11/2020,AZ,3038
07/12/2020,AZ,2537
07/13/2020,AZ,1357
07/14/2020,AZ,4273
07/15/2020,AZ,3257
07/16/2020,AZ,3259
07/17/2020,AZ,3910
07/18/2020,AZ,2742
07/19/2020,AZ,2359
07/20/2020,AZ,1559
07/21/2020,AZ,3500
07/22/2020,AZ,1926
07/23/2020,AZ,2335
07/24/2020,AZ,3357
07/25/2020,AZ,3740
07/26/2020,AZ,1973
07/27/2020,AZ,1813
07/28/2020,AZ,2107
07/29/2020,AZ,2339
07/30/2020,AZ,2525
07/31/2020,AZ,3212
08/01/2020,AZ,3012
08/02/2020,AZ,1445
08/03/2020,AZ,1030
08/04/2020,AZ,1008
08/05/2020,AZ,1698
08/06/2020,AZ,1444
08/07/2020,AZ,1406
08/08/2020,AZ,1054
08/09/2020,AZ,816
08/10/2020,AZ,600
08/11/2020,AZ,1214
08/12/2020,AZ,706
08/13/2020,AZ,1351
08/14/2020,AZ,927
08/15/2020,AZ,933
08/16/2020,AZ,883
08/17/2020,AZ,468
08/18/2020,AZ,915
08/19/2020,AZ,637
08/20/2020,AZ,723
08/21/2020,AZ,619
08/22/2020,AZ,996
08/23/2020,AZ,208
08/24/2020,AZ,311
08/25/2020,AZ,859
08/26/2020,AZ,186
08/27/2020,AZ,680
08/28/2020,AZ,519
08/29/2020,AZ,629
08/30/2020,AZ,374
08/31/2020,AZ,174
09/01/2020,AZ,507
09/02/2020,AZ,519
09/03/2020,AZ,1092
09/04/2020,AZ,728
09/05/2020,AZ,835
09/06/2020,AZ,250
09/07/2020,AZ,198
09/08/2020,AZ,81
09/09/2020,AZ,496
09/10/2020,AZ,461
09/11/2020,AZ,521
09/12/2020,AZ,605
09/13/2020,AZ,384
09/14/2020,AZ,213
09/15/2020,AZ,484
09/16/2020,AZ,698
09/17/2020,AZ,1753
09/18/2020,AZ,1282
09/19/2020,AZ,609
09/20/2020,AZ,467
09/21/2020,AZ,233
09/22/2020,AZ,595
09/23/2020,AZ,438
09/24/2020,AZ,568
09/25/2020,AZ,515
09/26/2020,AZ,459
09/27/2020,AZ,411
09/28/2020,AZ,273
09/29/2020,AZ,674
09/30/2020,AZ,323
10/01/2020,AZ,705
10/02/2020,AZ,551
10/03/2020,AZ,636
10/04/2020,AZ,355
10/05/2020,AZ,316
10/06/2020,AZ,864
10/07/2020,AZ,604
10/08/2020,AZ,863
10/09/2020,AZ,683
10/10/2020,AZ,894
10/11/2020,AZ,597
10/12/2020,AZ,475
10/13/2020,AZ,684
10/14/2020,AZ,901
10/15/2020,AZ,1113
10/16/2020,AZ,738
10/17/2020,AZ,921
10/18/2020,AZ,742
10/19/2020,AZ,748
10/20/2020,AZ,1040
10/21/2020,AZ,975
10/22/2020,AZ,994
10/23/2020,AZ,976
10/24/2020,AZ,890
10/25/2020,AZ,1391
10/26/2020,AZ,801
10/27/2020,AZ,1158
10/28/2020,AZ,1043
10/29/2020,AZ,1315
10/30/2020,AZ,1565
10/31/2020,AZ,1901
11/01/2020,AZ,1527
11/02/2020,AZ,666
11/03/2020,AZ,1679
11/04/2020,AZ,815
11/05/2020,AZ,2135
11/06/2020,AZ,1996
11/07/2020,AZ,2575
11/08/2020,AZ,1925
11/09/2020,AZ,435
11/10/2020,AZ,3434
11/11/2020,AZ,2030
11/12/2020,AZ,1399
11/13/2020,AZ,3015
11/14/2020,AZ,3476
11/15/2020,AZ,2383
11/16/2020,AZ,1476
11/17/2020,AZ,2984
11/18/2020,AZ,3206
11/19/2020,AZ,4123
11/20/2020,AZ,4471
11/21/2020,AZ,3638
11/22/2020,AZ,4331
11/23/2020,AZ,2659
11/24/2020,AZ,4544
11/25/2020,AZ,3982
11/26/2020,AZ,3476
11/27/2020,AZ,4312
11/28/2020,AZ,4136
11/29/2020,AZ,3221
11/30/2020,AZ,822
12/01/2020,AZ,10322
12/02/2020,AZ,3840
12/03/2020,AZ,5442
12/04/2020,AZ,5680
12/05/2020,AZ,6799
12/06/2020,AZ,5376
12/07/2020,AZ,1567
12/08/2020,AZ,12314
01/22/2020,SC,0
01/23/2020,SC,0
01/24/2020,SC,0
01/25/2020,SC,0
01/26/2020,SC,0
01/27/2020,SC,0
01/28/2020,SC,0
01/29/2020,SC,0
01/30/2020,SC,0
01/31/2020,SC,0
02/01/2020,SC,0
02/02/2020,SC,0
02/03/2020,SC,0
02/04/2020,SC,0
02/05/2020,SC,0
02/06/2020,SC,0
02/07/2020,SC,0
02/08/2020,SC,0
02/09/2020,SC,0
02/10/2020,SC,0
02/11/2020,SC,0
02/12/2020,SC,0
02/13/2020,SC,0
02/14/2020,SC,0
02/15/2020,SC,0
02/16/2020,SC,0
02/17/2020,SC,0
02/18/2020,SC,0
02/19/2020,SC,0
02/20/2020,SC,0
02/21/2020,SC,0
02/22/2020,SC,0
02/23/2020,SC,0
02/24/2020,SC,0
02/25/2020,SC,0
02/26/2020,SC,0
02/27/2020,SC,0
02/28/2020,SC,0
02/29/2020,SC,0
03/01/2020,SC,0
03/02/2020,SC,0
03/03/2020,SC,0
03/04/2020,SC,0
03/05/2020,SC,0
03/06/2020,SC,0
03/07/2020,SC,2
03/08/2020,SC,4
03/09/2020,SC,1
03/10/2020,SC,2
03/11/2020,SC,1
03/12/2020,SC,2
03/13/2020,SC,0
03/14/2020,SC,0
03/15/2020,SC,16
03/16/2020,SC,5
03/17/2020,SC,14
03/18/2020,SC,13
03/19/2020,SC,21
03/20/2020,SC,44
03/21/2020,SC,48
03/22/2020,SC,22
03/23/2020,SC,103
03/24/2020,SC,44
03/25/2020,SC,82
03/26/2020,SC,32
03/27/2020,SC,83
03/28/2020,SC,121
03/29/2020,SC,114
03/30/2020,SC,151
03/31/2020,SC,158
04/01/2020,SC,210
04/02/2020,SC,261
04/03/2020,SC,146
04/04/2020,SC,217
04/05/2020,SC,132
04/06/2020,SC,183
04/07/2020,SC,185
04/08/2020,SC,135
04/09/2020,SC,240
04/10/2020,SC,273
04/11/2020,SC,142
04/12/2020,SC,112
04/13/2020,SC,120
04/14/2020,SC,114
04/15/2020,SC,103
04/16/2020,SC,275
04/17/2020,SC,155
04/18/2020,SC,160
04/19/2020,SC,131
04/20/2020,SC,62
04/21/2020,SC,169
04/22/2020,SC,153
04/23/2020,SC,156
04/24/2020,SC,153
04/25/2020,SC,183
04/26/2020,SC,237
04/27/2020,SC,123
04/28/2020,SC,122
04/29/2020,SC,146
04/30/2020,SC,214
05/01/2020,SC,163
05/02/2020,SC,231
05/03/2020,SC,137
05/04/2020,SC,131
05/05/2020,SC,84
05/06/2020,SC,95
05/07/2020,SC,206
05/08/2020,SC,225
05/09/2020,SC,164
05/10/2020,SC,122
05/11/2020,SC,139
05/12/2020,SC,135
05/13/2020,SC,103
05/14/2020,SC,159
05/15/2020,SC,218
05/16/2020,SC,254
05/17/2020,SC,155
05/18/2020,SC,126
05/19/2020,SC,114
05/20/2020,SC,119
05/21/2020,SC,204
05/22/2020,SC,259
05/23/2020,SC,257
05/24/2020,SC,201
05/25/2020,SC,82
05/26/2020,SC,238
05/27/2020,SC,207
05/28/2020,SC,165
05/29/2020,SC,343
05/30/2020,SC,263
05/31/2020,SC,467
06/01/2020,SC,287
06/02/2020,SC,267
06/03/2020,SC,236
06/04/2020,SC,354
06/05/2020,SC,448
06/06/2020,SC,463
06/07/2020,SC,370
06/08/2020,SC,514
06/09/2020,SC,428
06/10/2020,SC,531
06/11/2020,SC,682
